Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
A Quiet Place,2018,John Krasinski,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe', 'Cade Woodward', 'Leon Russom', 'Rhoda Pell']",3.65,nan,"['Drama', 'Science Fiction', 'Horror']",91,['USA'],English,['English'],A family is forced to live in silence while hiding from creatures that hunt by sound.,"['Paramount Pictures', 'Platinum Dunes']",2179441,189631,610200,3200,3935,12634,9946,53715,56435,252098,259141,455921,116819,172645,1393289,https://letterboxd.com/film/a-quiet-place-2018/
Guardians of the Galaxy Vol. 3,2023,James Gunn,"['Chris Pratt', 'Zoë Saldaña', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Vin Diesel', 'Bradley Cooper', 'Sean Gunn', 'Chukwudi Iwuji', 'Will Poulter', 'Maria Bakalova', 'Elizabeth Debicki', 'Sylvester Stallone', 'Austin Freeman', 'Stephen Blackehart', 'Terence Rosemore', 'Sarah Alami', 'Jasmine Munoz', 'Giovannie Cruz', 'Nico Santos', 'Miriam Shor', 'Noa Raskin', 'Linda Cardellini', 'Asim Chaudhry', 'Mikaela Hoover', 'Judy Greer', 'Reinaldo Faberlle', 'Tara Strong', 'Jared Leland Gore', 'Michael Rosenbaum', 'Elan Gale', 'Molly C. Quinn', 'Gerardo Davila', 'Dee Bradley Baker', 'Hanna Pak', 'Jennifer Holland', 'Nathan Fillion', 'Kyle Mclean', 'Benjamin Byron Davis', 'Tiffany Smith', 'Joe Daru', 'Daniela Melchior', 'Jonathan Mercedes', 'Jonathan Fritschi', 'Diego Ward', 'Max Bickelhaup', 'Brandon Morales', 'Renae Moneymaker', 'Alexis Hadesty', 'Tara Warren', 'Candi VandiZandi', 'Grecia Balboa', 'Caleb Spillyards', 'Darla Delgado', 'Michelle Civile', 'Ken Lyle', 'Elodie Clarke', 'John William Wright', 'Autumn Griffin', 'Skylar Huntley', 'Randy Havens', 'Dane DiLiegro', 'Kai Zen', 'Sarah Anne', 'Yael Ocasio', 'Adelynn Spoon', 'Henry Heffernan', 'Brooklyn Skye Oliver', 'Scarlett Blum', 'Baby Dro', 'Emery Grilliot', 'Amelia Waters', 'Lloyd Kaufman', 'Seth Green', 'Christopher Fairbank', 'Rhett Miller', 'Natalia Safran', 'Murphy Weed', 'Michael Rooker', 'James Gunn', 'Pete Davidson', 'Jessica Fontaine', 'Karen Abercrombie', 'Gregg Henry', 'Adriana Leonard', 'Bonnie Discepolo', 'Clare Grant', 'Grace Gunn', 'Will Gunn', 'Christina R Gregg', 'Analisa Wall']",3.96,nan,"['Action', 'Adventure', 'Science Fiction']",150,['USA'],English,['English'],"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","['Marvel Studios', 'Kevin Feige Productions']",1761744,325461,640950,6600,2906,7386,5441,27938,33488,138520,184023,418719,225563,293482,1337466,https://letterboxd.com/film/guardians-of-the-galaxy-vol-3/
Fair Play,2023,Chloe Domont,nan,3.16,nan,"['Thriller', 'Romance', 'Drama']",113,['USA'],English,['English'],"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel not only their recent engagement but their lives.","['Star Thrower Entertainment', 'T-Street', 'MRC']",111935,22186,18901,53,847,1854,1875,7066,9851,24631,21077,17451,3291,3630,91573,https://letterboxd.com/film/fair-play-2023/
Seven Samurai,1954,Akira Kurosawa,"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki', 'Daisuke Katō', 'Isao Kimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara', 'Yoshio Kosugi', 'Bokuzen Hidari', 'Yoshio Tsuchiya', 'Kokuten Kōdō', 'Eijirō Tōno', 'Jun Tatara', 'Atsushi Watanabe', 'Toranosuke Ogawa', 'Isao Yamagata', 'Kichijirō Ueda', 'Sôjin Kamiyama', 'Gen Shimizu', 'Keiji Sakakida', 'Shinpei Takagi', 'Shin Ōtomo', 'Toshio Takahara', 'Kan Sugi', 'Hiroshi Hayashi', 'Sachio Sakai', 'Sôkichi Maki', 'Ichirō Chiba', 'Noriko Sengoku', 'Noriko Honma', 'Masanobu Ôkubo', 'Etsuo Saijo', 'Minoru Itō', 'Haruya Sakamoto', 'Gorô Sakurai', 'Hideo Shibuya', 'Kiyoshi Kamoda', 'Senkichi Ōmura', 'Takashi Narita', 'Shōichi Hirose', 'Kôji Uno', 'Masaaki Tachibana', 'Kamayuki Tsubono', 'Taiji Naka', 'Chindanji Miyagawa', 'Shigemi Sunagawa', 'Akira Tani', 'Akio Kusama', 'Ryûtarô Amami', 'Jun Mikami', 'Haruo Nakajima', 'Sanpei Mine', 'Masahide Matsushita', 'Kaneo Ikeda', 'Takuzô Kumagaya', 'Ippei Kawagoe', 'Jirô Suzukawa', 'Junpei Natsuki', 'Kyôichi Kamiyama', 'Haruo Suzuki', 'Gorô Amano', 'Akira Kitchôji', 'Kōji Iwamoto', 'Hiroshi Akitsu', 'Akira Yamada', 'Kazuo Imai', 'Eisuke Nakanishi', 'Toku Ihara', 'Hideo Ôtsuka', 'Shû Ôe', 'Yasuhisa Tsutsumi', 'Yasumasa Ônishi', 'Tsuneo Katagiri', 'Megeru Shimoda', 'Masayoshi Kawabe', 'Shigeo Katô', 'Yoshikazu Kawamata', 'Takeshi Seki', 'Haruko Toyama', 'Tsuruko Mano', 'Matsue Ono', 'Tsurue Ichimanji', 'Masako Ôshiro', 'Kyōko Ozawa', 'Michiko Kadono', 'Toshiko Nakano', 'Shizuko Azuma', 'Michiko Kawabe', 'Yûko Togawa', 'Yayoko Kitano', 'Kyoko Mori', 'Misao Suyama', 'Toriko Takahara', 'Takeshi Katō', 'Tatsuya Nakadai', 'Ken Utsui', 'Ren Yamamoto']",4.61,nan,"['Drama', 'Action']",207,['Japan'],Japanese,['Japanese'],"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",['TOHO'],418621,171599,165126,11000,278,428,310,1518,1825,9607,14697,56708,56608,141339,283318,https://letterboxd.com/film/seven-samurai/
Flee,2021,Jonas Poher Rasmussen,"['Amin Nawabi', 'Daniel Karimyar', 'Fardin Mijdzadeh', 'Milad Eskandari', 'Belal Faiz', 'Elaha Faiz', 'Zahra Mehrwarz', 'Sadia Faiz', 'Georg Jagunov', 'Rashid Aitouganov', 'Navid Nazir', 'Hafiz Højmark', 'Denis Rivin', 'Vadim Nedaskovskij', 'Viktor Melnikov', 'Mikhail Belinson', 'Ditte Graa Wulff', 'Bo Asdal Andersen', 'The Dungeon Master', 'Behrouz Bigdeli', 'Christian Torp Carlsen', 'Gustaf Georg Lindström', 'Tormod Ringnes', 'Susanna Azevedo', 'Mauricio González-Aranda', 'Jean-Pierre Pernaut', 'Mohammad Najibullah']",4.2,nan,"['Documentary', 'Animation']",89,"['Denmark', 'Estonia', 'France', 'Netherlands', 'Norway', 'Sweden', 'UK', 'USA']",Danish,"['Danish', 'English', 'Persian (Farsi)', 'Russian', 'French', 'Swedish']","Recounted mostly through animation to protect his identity, Amin looks back over his past as a child refugee from Afghanistan as he grapples with a secret he’s kept hidden for 20 years.","['Final Cut for Real', 'Vivement lundi !', 'Sun Creature', 'Participant', 'MostFilm', 'Mer Film', 'VPRO', 'Vice Studios', 'RYOT Films', 'Left Handed Films', 'ARTE']",92772,44071,31884,310,84,116,148,570,1073,4786,9822,26965,15511,14285,73360,https://letterboxd.com/film/flee-2021/
Fantastic Planet,1973,René Laloux,"['Gérard Hernandez', 'Jean Valmont', 'Jennifer Drake', 'Yves Barsacq', 'Jeanine Forney', 'Éric Baugin', 'Jean Topart', 'William Coryn', 'Sylvie Lenoir', 'Philippe Ogouz', 'Irina Tarassov', 'Yvette Robin', 'Michèle Chahan', 'Madeleine Clervanne', 'Poupy de Monneron', 'Max Amyl', 'Denis Boileau', 'Hubert de Lapparent', 'Christian de Tillière', 'Christian Echelard', 'Claude Joseph', 'Pascal Kominakis', 'André Lambert', 'Mark Lesser', 'Serge Netter', 'André Rouyer', 'Jacques Ruisseau', 'Julien Thomast', 'Gilbert Vilhon', 'Paul Villé']",4.02,nan,"['Animation', 'Science Fiction']",72,"['Czechoslovakia', 'France']",French,['French'],"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.","['Argos Films', 'Les Films Armorial', 'Office de Radiodiffusion Télévision Française', 'Krátký film Praha – Studio Jiřího Trnky', 'INA']",250410,76925,91476,4500,336,703,624,2730,4027,17824,27994,63618,24522,32156,174534,https://letterboxd.com/film/fantastic-planet/
Mad God,2021,Phil Tippett,"['Alex Cox', 'Niketa Roman', 'Satish Ratakonda', 'Arne Hain', 'Jake Freytag', 'David Lauer', 'Hans Brekke', 'Tom Gibbons', 'Harper Taylor', 'Brynn Taylor', 'Brett Foxwell', 'Harper Gibbons', 'Tucker Gibbons', 'Chris Morley', 'Alexandre Poncet', 'Anthony Ruivivar', 'Talal Selhami']",3.78,nan,"['Horror', 'Science Fiction', 'Animation', 'Fantasy', 'War']",84,['USA'],No spoken language,['No spoken language'],"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans, and cruelty.",['Tippett Studio'],129195,53774,46041,1700,595,1023,1016,3560,4731,14776,17645,29944,12490,15761,101541,https://letterboxd.com/film/mad-god/
Adaptation.,2002,Spike Jonze,"['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton', 'Jay Tavare', 'Litefoot', 'Roger Willie', 'Jim Beaver', 'Cara Seymour', 'Doug Jones', 'Gary Farmer', 'Peter Jason', 'Gregory Itzin', 'Curtis Hanson', 'Agnes NaDene Baddoo', 'Paul Fortune', 'Paul Jasmin', 'Lisa Love', 'Wendy Mogel', 'David O. Russell', 'Judy Greer', 'Maggie Gyllenhaal', 'Bob Stephenson', 'Bob Yerkes', 'Lynn Court', 'Roger E. Fanter', 'Sandra Lee Gimpel', 'Caron Colvett', 'Larry Krask', 'Ron Livingston', 'Brian Cox', 'John Etter', 'Ray Berrios', 'Nancy Lenehan', 'John Cusack', 'Catherine Keener', 'John Malkovich', 'Curt Clendenin', 'Donald Dowd']",4.11,nan,"['Drama', 'Comedy', 'Crime']",115,['USA'],English,"['English', 'Latin']","Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.","['Columbia Pictures', 'Propaganda Films', 'Good Machine', 'Intermedia', 'Beverly Detroit Studios', 'Clinica Estetico']",352718,87557,108488,3800,521,1209,956,4326,5021,20744,31906,76711,46335,43254,230983,https://letterboxd.com/film/adaptation/
Layer Cake,2004,Matthew Vaughn,"['Daniel Craig', 'Sienna Miller', 'Tom Hardy', 'Colm Meaney', 'George Harris', 'Sally Hawkins', 'Kenneth Cranham', 'Jamie Foreman', 'Michael Gambon', 'Ben Whishaw', 'Dragan Mićanović', 'Stephen Walters', 'Louis Emerick', 'Dexter Fletcher', 'Tamer Hassan', 'Jason Flemyng', 'Nathalie Lunghi', 'Rab Affleck', 'Burn Gorman', 'Steve John Shepherd', 'Daniel Moorehead', 'Francis Magee', 'Philip Howard', 'Darren Sean Enright', 'James Dodd', 'Kelly-Marie Kerr', 'Nick Thomas-Webster', 'Don McCorkindale', 'Budge Prewitt', 'Neil Finnighan', 'Ben Brazier', 'Ivan Kaye', 'Darren Healy', 'Matt Ryan', 'Paul Orchard', 'Marvin Benoit', 'Garry Tubbs', 'Dimitri Andreas', 'Marcel Iureș', 'Brinley Green', 'Peter Rnic', 'Kerri Kravin']",3.5,nan,"['Crime', 'Thriller', 'Drama']",105,['UK'],English,"['English', 'Romanian']","When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",['Marv'],155890,20058,29537,467,205,683,842,3885,6716,24066,32334,28303,5819,4043,106896,https://letterboxd.com/film/layer-cake/
American Beauty,1999,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari', 'Peter Gallagher', 'Allison Janney', 'Chris Cooper', 'Scott Bakula', 'Sam Robards', 'Barry Del Sherman', 'Ara Celi', 'John Cho', 'Fort Atkinson', 'Sue Casey', 'Kent Faulcon', 'Brenda Wehle', 'Lisa Cloud', 'Alison Faulk', 'Krista Goodsitt', 'Lily Houtkin', 'Carolina Lancaster', 'Mona Leah', 'Chekesha Van Putten', 'Emily Zachary', 'Nancy Anderson', 'Reshma Gajjar', 'Stephanie Rizzo', 'Heather Joy Sher', 'Chelsea Hertford', 'Amber Smith', 'Joel McCrary', 'Marissa Jaret Winokur', 'Dennis Anderson', 'Matthew Kimbrough', 'Erin Cathryn Strubbe', 'Bruce Cohen', 'Elaine Corral Kendall', 'James Hunter', 'Spencer Kayden', 'Tom Miller']",3.96,nan,['Drama'],122,['USA'],English,['English'],"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","['DreamWorks Pictures', 'Jinks/Cohen Company']",1353132,175949,368850,14000,4142,8609,5164,24870,22489,99313,104505,260334,116014,160207,805647,https://letterboxd.com/film/american-beauty/
"Synecdoche, New York",2008,Charlie Kaufman,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Tom Noonan', 'Sadie Goldstein', 'Hope Davis', 'Dianne Wiest', 'Stanley Krajewski', 'Kristen Bush', 'Alice Drummond', 'Amy Wright', ""Deirdre O'Connell"", 'Elizabeth Marvel', 'Charles Techman', 'Tom Greer', 'Josh Pais', 'Lynn Cohen', 'Jerry Adler', 'Daisy Tahan', 'Frank Girardeau', 'Peter Friedman', 'Daniel London', 'Robert Seay', 'Stephen Adly Guirgis', 'Joe Lisi', 'Michael Medeiros', 'Christopher Evan Welch', 'William Ryall', 'Rosemary Murphy', 'John Rothman', 'Paul Sparks', 'Tim Guinee', 'Robin Weigert', 'Michael Higgins', 'Barbara Haas', 'Greg McFadden', 'Alvin Epstein', 'Gerald Emerick', 'Chris McGinn', 'Dan Ziskie', 'Portia', 'Nicholas Wyman', 'Amy Spanger', 'Timothy Doyle', 'Cliff Carpenter', 'Raymond Angelic Sr.', 'Erica Fae', 'Mark Lotito', 'Laura Odeh', 'Deanna Storey', 'Frank Wood', 'Amanda R. Phillips', 'Kat Peters']",4.18,nan,['Drama'],124,['USA'],English,"['English', 'German']","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.","['Likely Story', 'Projective Testing Service', 'Sidney Kimmel Entertainment', 'Russia']",300767,95367,101966,12000,1186,2151,1592,5619,6118,17384,22197,49839,36855,63201,206142,https://letterboxd.com/film/synecdoche-new-york/
Moulin Rouge!,2001,Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo', 'Jim Broadbent', 'Richard Roxburgh', 'Garry McDonald', 'Jacek Koman', 'Matthew Whittet', 'Kerry Walker', ""Caroline O'Connor"", 'Christine Anu', 'Natalie Mendoza', 'Lara Mulcahy', 'David Wenham', 'Kylie Minogue', 'Ozzy Osbourne', 'Deobia Oparei', 'Linal Haft', 'Keith Robinson', 'Peter Whitford', 'Norman Kaye', 'Arthur Dignam', 'Carole Skinner', 'Jonathan Hardy', 'Plácido Domingo', 'Kiruna Stamell', 'Anthony Young', 'Johnny Lockwood', 'Dee Donavan', 'Don Reid', 'Tara Morice', 'Daniel Scott', 'Veronica Beattie', 'Lisa Callingham', 'Rosetta Cook', 'Fleur Denny', 'Kelly Grauer', 'Jaclyn Hanson', 'Michelle Hopper', 'Fallon King', 'Wendy McMahon', 'Tracie Morley', 'Sue-Ellen Shook', 'Jenny Wilson', 'Luke Alleva', 'Andrew Aroustian', 'Stephen Colyer', 'Steve Grace', 'Mark Hodge', 'Cameron Mitchell', 'Deon Nuku', 'Shaun Parker', 'Troy Phillips', 'Rodney Syaranamual', 'Ashley Wallen', 'Nathan Wright', 'Susan Black', 'Nicole Brooks', 'Danielle Brown', 'Anastacia Flewin', 'Fiona Gage', 'Alex Harrington', 'Camilla Jakimowicz', 'Rochelle Jones', 'Caroline Kaspar', 'Mandy Liddell', 'Melanie Mackay', 'Elise Mann', 'Charmaine Martin', 'Michelle Wriggles', 'Michael Boyd', ""Lorry D'Ercole"", 'Michael Edge', 'Glyn Gray', 'Craig Haines', 'Stephen Holford', 'Jamie Jewell', 'Jason King', 'Ryan Males', 'Harlin Martin', 'Andrew Micallef', 'Jonathan Schmölzer', 'Bradley Spargo', ""Joseph 'Pepe' Ashton"", 'Jordan Ashton', 'Marcos Falagan', 'Mitchel Falagan', 'Chris Mayhew', 'Hamish McCann', 'Adrien Janssen', 'Shaun Holloway', 'Darren Dowlut', 'Dennis Dowlut', 'Pina Conti', 'Nandy McClean', 'Maya McClean', 'Patrick Harding-Irmer', 'Albin Pahernik', 'Aurel Verne', 'Kip Gamblin', 'Wilson Alcorn', 'Kerry Casey', 'Peter Collingwood', 'Cass Cumerford', 'Matthew Dale', 'Brenda De Lacy', 'Eliana Dona', 'Nash Edgerton', 'Coralie Eichholtz', 'Tim Elliott', 'Pat Evans', 'Nicole Fantl', 'Sandi Finlay', 'Waldo Garrido', 'Scotty Gregory', 'Kahlia Greksa', 'Karinna Greksa', 'Trent Harlow', 'Troy Harrison', 'Geoffrey Kiem', 'Harold Kissin', 'Ian Lind', 'Tony Lynch', 'Angus Martin', 'Liliya May', 'Paul Maybury', 'Scott Peters', 'Chris Pickard', 'Greg Poppleton', 'Brett Praed', 'Thern Reynolds', 'Greg Robinson', 'David Scotchford', 'Neeraj Singh', 'Sotiri Sotiropoulos', 'David Whitford', 'Matt Wilson']",3.76,nan,"['Romance', 'Music', 'Drama']",128,"['Australia', 'USA']",English,"['English', 'French', 'Spanish']","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.","['20th Century Fox', 'Bazmark']",586511,116117,164019,17000,2540,5624,4345,15461,15187,47774,48795,84315,32734,72366,329141,https://letterboxd.com/film/moulin-rouge-2001/
Heat,1995,Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Dennis Haysbert', 'William Fichtner', 'Natalie Portman', 'Tom Noonan', 'Kevin Gage', 'Hank Azaria', 'Susan Traylor', 'Kim Staunton', 'Danny Trejo', 'Henry Rollins', 'Jerry Trimble', 'Martin Ferrero', 'Ricky Harris', 'Tone Loc', 'Begonya Plaza', 'Hazelle Goodman', 'Ray Buktenica', 'Jeremy Piven', 'Xander Berkeley', 'Rick Avery', 'Brad Baldridge', 'Andrew Camuccio', 'Brian Camuccio', 'Max Daniels', 'Vince Deadrick Jr.', 'Charles Duke', 'Thomas Elfmont', 'Kenny Endoso', 'Kimberly Flynn', 'Steven Ford', 'Farrah Forke', 'Hannes Fritsch', 'Amanda Graves', 'Emily Graves', 'Niki Haris', 'Ted Harvey', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Bill McIntosh', 'Dan Martin', 'Rick Marzan', 'Terry Miller', 'Paul Moyer', ""Daniel O'Haco"", 'Mario Roberts', 'Phillip Robinson', 'Thomas Rosales Jr.', 'Rainell Saunders', 'Kai Soremekun', 'Rey Verdugo', 'Wendy L. Walsh', 'Yvonne Zima', 'Monica Lee Bellais', 'Peter Blackwell', 'Trevor Coppola', 'Bud Cort', 'Annette Goodman', 'Mick Gould', 'Mary Kircher', 'David Koseruba', 'Darin Mangan', 'Melissa S. Markess', 'Andre McCoy', 'Darren Melton', 'Robert Miranda', 'Kathryn Mullen', 'Manny Perry', 'Jimmy N. Roberts', 'Iva Franks-Singer', 'Jimmy Star', 'Gloria Koehn Straube', 'Viviane Vives', 'Tim Werner', 'Heidi Miller']",4.28,nan,"['Crime', 'Action', 'Drama']",170,['USA'],English,"['English', 'Spanish']",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,"['Warner Bros. Pictures', 'Regency Enterprises', 'Forward Pass']",837943,186419,291554,20000,549,1363,1275,6918,9159,41978,65797,176945,127231,171203,602418,https://letterboxd.com/film/heat-1995/
The Worst Person in the World,2021,Joachim Trier,"['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum', 'Hans Olav Brenner', 'Helene Bjørnebye', 'Vidar Sandem', 'Maria Grazia Di Meo', 'Lasse Gretland', 'Karen Røise Kielland', 'Marianne Krogh', 'Thea Stabell', 'Deniz Kaya', 'Eia Skjønsberg', 'Ruby Dagnall', 'Torgny Amdam', 'Rebekka Jynge', 'Sigrid Sollund', 'Are Skeie Hermansen', 'Siri Forberg', 'Sofia Schandy Bloch', 'Anna Dworak', 'Savannah Marie Schei', 'August Wilhelm Méd Brenner', 'Karla Nitteberg Aspelin', 'Tumi Løvik Jakobson', 'Jonathan Nielssen', 'Maren Emilie Haagenrud Buskoven', 'Olav Stubberud', 'Martin Gran', 'Geir Ørnholt', 'Tobias Klemeyer Smith', 'Nataniel Nordnes', 'Trygve Indrelid', 'Trude Schjelderup Iversen', 'Zoe Maland Rogers', 'Jonas Lund', 'Hildur Kristinsdottir', 'Johanna Brym Ryg', 'Thomas Teige', 'Margrethe Glambek', 'Ine Jansen', 'Gisle Tveito']",4.11,nan,"['Drama', 'Romance', 'Comedy']",128,"['Denmark', 'France', 'Norway', 'Sweden']",Norwegian,['Norwegian'],"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.","['Oslo Pictures', 'MK2 Films', 'Film i Väst', 'Snowglobe', 'B-Reel Films', 'ARTE France Cinéma']",728002,177411,273257,24000,1549,3340,2464,10860,13375,49507,74020,180149,112660,130011,577935,https://letterboxd.com/film/the-worst-person-in-the-world/
Tangled,2010,"Nathan Greno, Byron Howard","['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman', 'Brad Garrett', 'Richard Kiel', 'M.C. Gainey', 'Jeffrey Tambor', 'Paul F. Tompkins', 'Delaney Rose Stein', 'Nathan Greno', 'Byron Howard', 'Tim Mertens', 'Michael Bell', 'Bob Bergen', 'Susanne Blakeslee', 'Roy Conli', 'David Cowgill', 'Terri Douglas', 'Chad Einbinder', 'Pat Fraley', 'Eddie Frierson', 'Jackie Gonneau', 'Nicholas Guest', 'Bridget Hoffman', 'Daniel Kaz', 'Anne Lockhart', 'Mona Marshall', 'Scott Menville', 'Laraine Newman', 'Paul Pape', 'Lynwood Robinson', 'Fred Tatasciore', 'Hynden Walch', 'Kari Wahlgren', 'June Christopher']",3.96,nan,"['Family', 'Animation']",100,['USA'],English,['English'],"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.","['Walt Disney Animation Studios', 'Walt Disney Pictures']",2298351,198510,644374,34000,1568,5269,4812,29132,34993,165540,159697,320853,104270,388959,1215093,https://letterboxd.com/film/tangled-2010/
Pan's Labyrinth,2006,Guillermo del Toro,"['Ivana Baquero', 'Sergi López', 'Maribel Verdú', 'Ariadna Gil', 'Doug Jones', 'Álex Angulo', 'Roger Casamajor', 'Manolo Solo', 'César Vea', 'Ivan Massagué', 'Gonzalo Uriarte', 'Eusebio Lázaro', 'Francisco Vidal', 'Juanjo Cucalón', 'Lina Mira', 'Mario Zorrilla', 'Sebastián Haro', 'Mila Espiga', 'Pepa Pedroche', 'Lalá Gatóo', 'Ana Sáez', 'Chani Martín', 'Milo Taboada', 'Fernando Albizu', 'Pedro G. Marzo', 'José Luis Torrijo', 'Íñigo Garcés', 'Fernando Tielve', 'Federico Luppi', 'Chicho Campillo', 'Pablo Adán']",4.16,nan,"['War', 'Fantasy', 'Drama']",118,"['Mexico', 'Spain', 'USA']",Spanish,['Spanish'],"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang', 'Telecinco Cinema']",1125142,199891,368450,21000,1360,3499,2273,12013,12496,59672,76312,206025,111458,188828,673936,https://letterboxd.com/film/pans-labyrinth/
"Paris, Texas",1984,Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Hunter Carson', 'Aurore Clément', 'Bernhard Wicki', 'Sam Berry', 'Claresie Mobley', 'Viva', 'Socorro Valdez', 'Edward Fayton', 'Justin Hogg', 'Tom Farrell', 'John Lurie', 'Jeni Vici', 'Sally Norvell', 'Sharon Menzel']",4.39,nan,['Drama'],145,"['France', 'Germany']",English,"['English', 'Spanish']","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.","['Road Movies', 'Argos Films', 'Wim Wenders Stiftung']",499384,168654,215295,31000,463,1047,887,4005,4724,19224,30299,92167,80035,138806,371657,https://letterboxd.com/film/paris-texas/
Jojo Rabbit,2019,Taika Waititi,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell', 'Rebel Wilson', 'Alfie Allen', 'Stephen Merchant', 'Archie Yates', 'Luke Brandon Field', 'Sam Haygarth', 'Stanislav Callas', 'Joe Weintraub', 'Brian Caspe', 'Gabriel Andrews', 'Billy Rayner', 'Christian Howlings', 'Gilby Griffin Davis', 'Hardy Griffin Davis', 'Curtis Matthew', 'Robert East', 'James McVan', 'Judith Georgi', 'Victoria Hogan', 'Bethany Adams', 'Iva Šindelková', 'Matej Seifert', 'Trish Osmond', 'Odeta Cali', 'Samuel Bogner', 'Issy Stewart']",4.03,nan,"['War', 'Drama', 'Comedy']",108,"['New Zealand', 'USA']",English,"['English', 'German']","A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.","['Fox Searchlight Pictures', 'Defender Films', 'Piki Films']",2151451,242048,849532,21000,3803,8560,5809,29559,31067,153453,194635,512529,224048,359780,1523243,https://letterboxd.com/film/jojo-rabbit/
