Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
First Man,2018,Damien Chazelle,"['Ryan Gosling', 'Claire Foy', 'Jason Clarke', 'Kyle Chandler', 'Corey Stoll', 'Patrick Fugit', 'Christopher Abbott', 'Ciarán Hinds', 'Olivia Hamilton', 'Pablo Schreiber', 'Shea Whigham', 'Lukas Haas', 'Ethan Embry', ""Brian d'Arcy James"", 'Cory Michael Smith', 'Kris Rey', 'Gavin Warren', 'Luke Winters', 'Connor Blodgett', 'Lucy Stafford', 'J.D. Evermore', 'Leon Bridges', 'Steve Coulter', 'Skyler Bible', 'William Gregory Lee', 'Choppy Guillotte', 'Braydyn Nash Helms', 'Edmund Grant', 'Callie Brown', 'Claire Smith', 'Brady Smith', 'John David Whalen', 'Matthew Glave', 'Rodney J. Hobbs', 'Kermit Rolison', 'Willie Repoley', 'Ben Owen', 'Jim Stearns', 'James H. Williams', 'Helen S. Jackson', 'Ambrit Millhouse', 'Mark Armstrong', 'Kevin Buttimer', 'Dustin Lewis', 'Robert Hatch', 'Anna Chazelle', 'Tyner Rushing', 'Myra Brown', 'Ronald Hicks', 'Lawrence Jonasson', 'Irina Labouz', 'Anthony Paolucci', 'Philip Boyd', 'Stephanie Turner', 'Timothy Batten', 'Aurelien Gaya', 'Todd Truley', 'Mark Kelly', 'Tim Olcott', 'Andrea Maria Hintermaier', 'Jamie Anne Allman', 'Charles Carroll', 'Brian Mahoney', 'Donald Watkins', 'Tess Oakland', 'Michael Lee Kimel', 'Ryan Clay Forbes', 'Joshua Powell', 'Thomas Clay Strickland', 'Brad Kitchen', 'Tim Harper', 'Andrew Armstrong', 'Kevin Johnson', 'Damian Lovello', 'Nelson Bonilla', 'Shawn Eric Jones', 'Andrew Stahl', 'Mark Kirkman', 'Brian David McCay', 'Mark Schlichting', 'Mark Yurgil', 'Andrew Buckman', 'Christopher Sgubin', 'Greg Puckett', 'Perry Zulu Jr.', 'Kent Wagner', 'Katelyn Davis', 'George Linkenback', 'Milton Saul', 'Aaron J. Brooks', 'John F. Kennedy']",3.67,nan,"['History', 'Drama']",141,['USA'],English,['English'],"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","['Universal Pictures', 'DreamWorks Pictures', 'Temple Hill Entertainment', 'dentsu', 'Fuji Television Network', 'Perfect World Pictures']",366686,79851,81745,686,534,1760,1687,9276,12977,47039,61042,82151,26024,15325,257815,https://letterboxd.com/film/first-man/
Whiplash,2014,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Calvin C. Winbush', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']",4.43,nan,"['Drama', 'Music']",107,['USA'],English,['English'],"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",3340562,425972,1580495,127000,2606,6293,3088,20498,17695,121828,150273,624200,465139,1078954,2490574,https://letterboxd.com/film/whiplash-2014/
Joint Security Area,2000,Park Chan-wook,"['Lee Young-ae', 'Lee Byung-hun', 'Song Kang-ho', 'Kim Tae-woo', 'Shin Ha-kyun', 'Herbert Ulrich', 'Christoph Hofrichter', 'Lee Han-wi', 'Koh In-bae', 'Lee Dae-yeon', 'Gi Ju-bong', 'Won Geun-hui', 'Go Eun-a', 'Seo Jeong-gyu', 'Jeong Ju-hwan', 'Park Jeong-gi', 'Yoon Hee-won', 'Lee Do-yeop', 'Jin Tae-hyeon', 'Kim Kwang-il', 'Lee Seung-chan', 'Lim Il-gyu', 'Yoo Hyung-gwan', 'Ahmedov Ayder', 'Isaac Green', 'Gallego Alberto', 'Cannon Greg Courtney', 'Kwon Nam-hee', 'Lee Jong-yong', 'Micara Adriana', 'Kim Myung-soo']",4.14,nan,"['Thriller', 'War', 'Drama', 'Mystery']",108,['South Korea'],Korean,"['Korean', 'French', 'English', 'German']","Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.","['CJ Entertainment', 'Intz.com', 'KTB Network', 'Myung Films']",70687,28768,25040,483,22,68,68,357,697,3598,8480,21374,11778,6954,53396,https://letterboxd.com/film/joint-security-area/
The Handmaiden,2016,Park Chan-wook,"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Kwak Eun-jin', 'Lee Dong-hwi', 'Jo Eun-hyung', 'Rina Takagi', 'Han Ha-na', 'Lee Kyu-jung', 'Kim See-eun', 'Ha Si-yeon', 'Eun-yeong Kim', 'Jeong Ha-dam', 'Yoo Min-chae', 'Won Geun-hui', 'Kim Jong-dae', 'Jang Han-sun', 'Kim Lee-woo', 'Shinsuke Fujimoto', 'Katsuhiro Nagano', 'Lee Ji-ha', 'Tomomitsu Adachi', 'Takashi Kakizawa', 'Seo-Yoon Hwang', 'Shin-hye Park', 'Lee Ji-hye', 'So-Yeon Heo', 'Lee Yoon-jae', 'Choi Jong-ryul', 'Kim Joon-woo', 'Bae Il-hyuck', 'Kim Soo-woong', 'Yong-Hyun Jo', 'Park Ki-ryung', 'Choi Byung-mo', 'Han Chang-hyun', 'Kim In-woo', 'Kwon Hyuk', 'Hyung-tae Im', 'Oh Man-seok', 'Kim Byung Gi', 'In-su Kim', 'Alexander Scarborough', 'Jin-Chul Kim', 'Do-Hyung Kim', 'Eun-ji Hong', 'Song Da-eun', 'Jeong In-kyeom', 'Nam Gyeong-min', 'Ahn Seong-bong', 'Seon Uk-hyeon', 'Lee In-chul']",4.41,nan,"['Thriller', 'Romance', 'Drama']",145,['South Korea'],Korean,"['Korean', 'Japanese']","In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.","['Moho Film', 'Yong Film', 'CJ Entertainment']",680095,206430,286993,33000,832,1304,995,4360,5217,22907,38337,126969,116780,195134,512835,https://letterboxd.com/film/the-handmaiden/
Memories of Murder,2003,Bong Joon-ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha', 'Song Jae-ho', 'Byun Hee-bong', 'Go Seo-hee', 'Ryu Tae-ho', 'Park No-shik', 'Park Hae-il', 'Jeon Mi-seon', 'Seo Young-hwa', 'Woo Go-na', 'Choi Jong-ryul', 'Yoo Seung-mok', 'Shin Hyeon-jong', 'Jung In-sun', 'Lee Jae-eung', 'Kwon Byung-gil', 'Park Hyun-young', 'Yoon Ga-hyun', 'Kwon Hyeok-pung', 'Jo Deok-jae', 'Jo Moon-ee', 'Baek Bong-ki', 'Kim Joo-ryoung', 'Yeom Hye-ran', 'Park Jin-woo', 'Lee Dong-yong', 'Oh Yong', 'Son Jin-hwan', 'Park Tae-kyeong', 'Son Kang-gook', 'Son Jin-ho', 'Shin Un-seop', 'Ha-kyeong Kim', 'Lee Da-il', 'Shim Sung-bo', 'Lee Kang-san']",4.41,nan,"['Thriller', 'Drama', 'Crime']",131,['South Korea'],Korean,"['Korean', 'English']","During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.","['CJ Entertainment', 'Muhan Investment', 'Sidus']",629635,172058,246213,21000,315,603,572,2703,4152,20149,41760,141138,129610,147499,488501,https://letterboxd.com/film/memories-of-murder/
Tombstone,1993,George P. Cosmatos,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton', 'Powers Boothe', 'Michael Biehn', 'Charlton Heston', 'Jason Priestley', 'Jon Tenney', 'Stephen Lang', 'Thomas Haden Church', 'Dana Delany', 'Paula Malcomson', 'Lisa Collins', 'Dana Wheeler-Nicholson', 'Joanna Pacula', 'Michael Rooker', 'Harry Carey, Jr.', 'Billy Bob Thornton', 'Tomas Arana', 'Pat Brady', 'Paul Ben-Victor', 'John Philbin', 'Robert John Burke', 'Billy Zane', 'Wyatt Earp', 'John Corbett', 'Bo Greigh', 'Forrie J. Smith', 'Peter Sherayko', 'Buck Taylor', ""Terry O'Quinn"", 'Charles Schneider', 'Gary Clarke', 'Billy Joe Patton', 'Frank Stallone Jr.', 'Bobby Joe McFadden', 'Pedro Armendáriz Jr.', 'Grant Wheeler', 'Stephen C. Foster', 'Grant James', 'Don Collier', 'Cecil Hoffman', 'Christopher Mitchum', 'Sanford Gibbons', 'Shane McCabe', 'Robert Mitchum', 'Michelle Beauchamp', 'Nikki Pelley', 'Cynthia Shope', 'J. Nathan Simmons', 'Thadd Turner', 'Michael Wise', 'Clark Andreas Ray']",3.85,nan,"['Action', 'Western']",130,['USA'],English,"['English', 'Latin']","Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.","['Cinergi Pictures', 'Hollywood Pictures', 'Alphaville Films']",173394,40330,53701,3400,114,342,453,2319,3912,14944,22310,39052,15355,19733,118534,https://letterboxd.com/film/tombstone/
The Night of the Hunter,1955,Charles Laughton,"['Robert Mitchum', 'Billy Chapin', 'Sally Jane Bruce', 'Shelley Winters', 'Lillian Gish', 'James Gleason', 'Evelyn Varden', 'Don Beddoe', 'Peter Graves', 'James Griffith', 'Gloria Castillo', 'Gloria Pall', 'Paul Bryar', 'Cheryl Callaway', 'Alexander Campbell', 'Michael Chapin', 'Roy Engel', 'Kay Lavelle', 'Frances Morris', 'Rudy Germane']",4.26,nan,"['Drama', 'Crime', 'Thriller']",93,['USA'],English,['English'],"In Depression-era West Virginia, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.","['Paul Gregory Productions', 'United Artists']",209720,105169,76613,3900,156,367,418,1779,2711,10369,17266,43104,31636,42950,150756,https://letterboxd.com/film/the-night-of-the-hunter/
Elysium,2013,Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Diego Luna', 'Wagner Moura', 'Alice Braga', 'William Fichtner', 'Jose Pablo Cantillo', 'Faran Tahir', 'Maxwell Perry Cotton', 'Brandon Auret', 'Josh Blacker', 'Emma Tremblay', 'Adrian Holmes', 'Jared Keeso', 'Michael Shanks', 'Carly Pope', 'Ona Grauer', 'Terry Chen', 'Chris Shields', 'Christina Cox', 'Derek Gilroy', 'Yolanda Abbud L.', 'Claire Smithies', 'Tiffani Timms', 'Stephen Chang', 'Fraser Aitcheson', 'Angelina Pratap']",2.91,nan,"['Science Fiction', 'Drama', 'Thriller', 'Action']",109,['USA'],English,['English'],"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.","['TriStar Pictures', 'MRC', 'QED International', 'Alphacore', 'Genre Films']",343233,25108,36831,132,1464,5104,6780,25645,32355,60651,33186,19498,2969,3628,191280,https://letterboxd.com/film/elysium-2013/
ZeroZeroZero,2020,"Stefano Sollima, Janus Metz","['Andrea Riseborough', 'Dane DeHaan', 'Giuseppe De Domenico', 'Harold Torres', 'Erick Israel Consuelo', 'Mauricio Mendez']",4.06,nan,"['Crime', 'Drama']",438,"['Italy', 'Mexico', 'Morocco', 'Senegal', 'USA']",Italian,"['Italian', 'Arabic', 'English', 'French', 'Spanish', 'Wolof']","Based on the book of the same name by bestselling author Roberto Saviano, ZeroZeroZero is an unforgettable exploration of the inner workings of the global cocaine trade.","['Cattleya', 'Bartlebyfilm']",6793,1285,2185,11,9,10,18,65,99,359,683,1747,1155,871,5016,https://letterboxd.com/film/zerozerozero/
Sicario: Day of the Soldado,2018,Stefano Sollima,"['Benicio del Toro', 'Josh Brolin', 'Isabela Merced', 'Jeffrey Donovan', 'Catherine Keener', 'Manuel Garcia-Rulfo', 'Matthew Modine', 'Shea Whigham', 'Elijah Rodriguez', 'Howard Ferguson Jr.', 'David Castañeda', 'Jacqueline Torres', 'Raoul Max Trujillo', 'Bruno Bichir', 'Jake Picking', 'Tenzin Marco-Taylor', 'Alfredo Quiroz', 'Nick Shakoour', 'Joseph A. Garcia', 'J.D. Marmion', 'Hector Dez', 'Jon Kristian Moore', 'Thang Khan Gin', 'Mang Khai', 'Zaw Tan', 'Rob Franco', 'Sakariya Ali', 'Faysal  Ahmed', 'Dan Davidson', 'Graham Beckel', 'Sherman Allen', 'Mickey Dolan', 'Alejandro de la Peña', 'Iliana Donatlán', 'Lourdes del Rio Garcia', 'Christopher Heyerdahl', 'Ian Bohen', 'J.D. Garfield', 'Stafford Douglas', 'Oscar Avila', 'Fernando Urquides', 'Tasha Ames', 'Ryan Begay', 'Diane Villegas', 'Rick Vargas', 'Ibrahim Renno', 'Beth Bailey', 'Alex Cacho', 'Lloyd Voights', 'Brian Reynolds', 'Frédéric North', 'Arturo Maese Bernal', 'Billy R. Sanchez', 'Gary Anthony Castro', 'Chris Adams', 'Paul Adkins', 'Micheal Thomas Angel', 'Rick Anglada', 'Tim Aydelott', 'Nathan V. Baker', 'Karen Baxter', 'Chrissy Beyerlein', 'Ruben Bugayong', 'Jackamoe Buzzell', 'Carlos Carreon', 'Cruz Castillo', 'Narupornkamol Chaisang', 'Ryan Jason Cook', 'Leedy Corbin', 'Rachel de la Torre', 'Luca De Massis', 'James Devoti', ""DezBaa'"", 'Tamir Elbassir', 'Cassandra Rochelle Fetters', 'Lawrence Gilligan', 'Andrea Good', 'Alison Grainger', 'Catherine Haun', 'Johnnie Hector', 'Alan Humphrey', 'Jack Jackson', 'Barrett James', 'Kelly V. Lucio', 'David Manzanares', 'Jose B. Martinez', 'Aaron Mastriani', 'Brett Maul', 'Jay Moore', 'Mario Moreno', 'Victoria L. Moya', 'Christian Pedersen', 'Gonzalo Robles', 'Tsailii Rogers', 'Manny Rubio', 'Lyle Sandoval', 'Carolyn Borbon Schademan', 'Pari Shimoyama', 'Connor Skific', 'Michael Slusher', 'Michael E. Stogner', 'Cheo Tapia', 'Michael Love Toliver', 'Gregory Paul Valdez', 'Sandra L. Velez', 'Paul Venable', 'Braden Wilcox', 'Sarrett Williams']",3.22,nan,"['Thriller', 'Crime', 'Action']",122,"['Mexico', 'USA']",English,"['English', 'Spanish']",Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"['Thunder Road', 'Black Label Media', 'Columbia Pictures', 'Lionsgate', 'Redrum']",156403,21588,25636,92,544,1492,2110,8209,12846,33194,30288,19815,3342,2998,114838,https://letterboxd.com/film/sicario-day-of-the-soldado/
Chinatown,1974,Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Diane Ladd', 'Roman Polanski', 'Roy Jenson', 'Richard Bakalyan', 'James Hong', 'Bruce Glover', 'Joe Mantell', 'Roy Roberts', 'Noble Willingham', 'Rance Howard', 'Jesse Vint', 'Burt Young', 'Lee de Broux', 'Darrell Zwerling', 'Nandu Hinds', ""James O'Rear"", 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer', 'Elliott Montgomery', 'George Justin', 'C.O. Erickson', 'Charles Knapp', 'Claudio Martínez', 'Federico Roberto', 'Allan Warnick', 'John Holland', 'Jim Burk', 'Denny Arnold', 'Elizabeth Harding', 'John Rogers', 'Cecil Elliott', 'Paul Jenkins', 'Bob Golden', 'Richard Warren', 'Fritzi Burr', 'Cosmo Sardo', 'Charles Fogel']",4.3,nan,"['Thriller', 'Mystery', 'Crime', 'Drama']",130,['USA'],English,"['English', 'Spanish', 'Cantonese']","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","['Paramount Pictures', 'Long Road Productions', 'Robert Evans Company']",501344,145844,157642,7300,466,975,716,3820,4837,22562,35486,100456,74039,94541,337898,https://letterboxd.com/film/chinatown/
Bonnie and Clyde,1967,Arthur Penn,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle', 'Dub Taylor', 'Evans Evans', 'Gene Wilder', 'Mabel Cavitt', 'Patrick Cranshaw', 'Owen Bush', 'Clyde Howdy', 'Russ Marker', 'Ann Palmer', 'Ken Mayer']",3.91,nan,"['Crime', 'Drama']",111,['USA'],English,['English'],"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","['Tatira-Hiller Productions', 'Warner Bros.-Seven Arts']",183419,66356,45576,720,132,346,467,2116,3238,14831,22926,41106,14328,13086,112576,https://letterboxd.com/film/bonnie-and-clyde/
Moneyball,2011,Bennett Miller,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman', 'Robin Wright', 'Chris Pratt', 'Stephen Bishop', 'Reed Diamond', 'Brent Jennings', 'Ken Medlock', 'Tammy Blanchard', 'Jack McGee', 'Vyto Ruginis', 'Nick Searcy', 'Glenn Morshower', 'Casey Bond', 'Nick Porrazzo', 'Kerris Dorsey', 'Arliss Howard', 'Reed Thompson', 'James Shanklin', 'Diane Behrens', 'Takayo Fischer', 'Derrin Ebert', 'Miguel Mendoza', 'Gerardo Celasco', 'Tom Gamboa', 'Barry Moss', 'Artie Harris', 'Bob Bishop', 'George Vranau', 'Phil Pote', 'Art Ortiz', 'Royce Clayton', 'Marvin Horn', 'Brent Dohling', 'Ken Rudulph', 'Lisa Guerrero', 'Christopher Dehau Lee', 'Joe Satriani', 'Simon James', 'Greg Papa', 'Bob Costas', 'Tim McCarver', 'Eddie Frierson', 'Glen Kuiper', 'Joe Provost', 'John Brantley Cole', 'Jake Wilson', 'Robert P. Macaluso', 'Keith Middlebrook', 'Damon Farmar', 'Michael Gillespie', 'Chad Kreuter', 'Blake Pike', 'Robert Ninfo', ""Gary 'G. Thang' Johnson"", 'Corey Vanderhook', 'Melvin Perdue', 'Ari Zagaris', 'Jon Stein', 'Madeleine G. Hall', 'Holly Pitrago', 'Ken Korach', 'Julie Wagner', 'Ken Colquitt', 'Eric Winzenried', 'Richard Padilla', 'Ed Montague', 'Jack Knight', 'Patrick Riley', 'Phil Benson', 'Joyce Guy', 'George Thomas', 'Spike Jonze', 'Derek Jeter', 'Deanna Marks', 'Bobby Kotick']",3.9,nan,['Drama'],134,['USA'],English,['English'],"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.","['Columbia Pictures', 'Michael De Luca Productions', 'Sidney Kimmel Entertainment', 'Specialty Films']",752378,88243,189166,7000,580,1532,1383,8278,12369,63275,104059,186164,69599,54186,501425,https://letterboxd.com/film/moneyball/
Blue Velvet,1986,David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern', 'Hope Lange', 'Dean Stockwell', 'George Dickerson', 'Priscilla Pointer', 'Frances Bay', 'Jack Harvey', 'Ken Stovitz', 'Brad Dourif', 'Jack Nance', 'J. Michael Hunter', 'Dick Green', 'Fred Pickler', 'Philip Markert', 'Leonard Watkins', 'Moses Gibson', 'Selden Smith', 'Peter Carew', 'Jon Jon Snipes', 'Angelo Badalamenti', 'Jean-Pierre Viale', 'Donald Moore', 'A. Michelle Depland', 'Michelle Sasser', 'Katie Reid']",4.09,nan,"['Thriller', 'Crime', 'Romance', 'Mystery']",120,['USA'],English,['English'],"Clean-cut Jeffrey Beaumont realizes his hometown is not so normal when he discovers a human ear in a field, the investigation soon catapulting him toward a disturbed nightclub singer and a drug-addicted sadist.",['DEG'],621608,182198,208010,11000,1161,2693,1946,8497,9808,38710,55692,132971,73924,95217,420619,https://letterboxd.com/film/blue-velvet/
War and Peace,1967,Sergey Bondarchuk,"['Ludmila Savelyeva', 'Sergey Bondarchuk', 'Vyacheslav Tikhonov', 'Viktor Stanitsyn', 'Kira Golovko', 'Oleg Tabakov', 'Sergei Yermilov', 'Irina Gubanova', 'Anatoli Ktorov', 'Antonina Shuranova', 'Anastasiya Vertinskaya', 'Boris Smirnov', 'Irina Skobtseva', 'Vasili Lanovoy', 'Oleg Efremov', 'Nikolai Tolkachyov', 'Yelena Tyapkina', 'Klavdiya Polovikova', 'Eduard Martsevich', 'Angelina Stepanova', 'Gemma Firsova', 'Galina Kravchenko', 'Boris Zakhava', 'Nikolay Trofimov', 'Giuli Chokhonelidze', 'Nikolai Rybnikov', 'Aleksandr Borisov', 'Nonna Mordyukova', 'Aleksandr Semin', 'Mikhail Khrabrov', 'Stanislav Chekan', 'Viktor Murganov', 'Vladislav Strzhelchik', 'Vadim Safronov', 'Nikolai Bubnov', 'Ivan Solovyov', 'Yuri Chekulayev', 'Pyotr Savin', 'Andrey Smirnov', 'Vasiliy Badayev', 'Herberts Zommers', 'Jānis Grantiņš', 'D. Eizental', 'Jean-Claude Ballard', 'Georgi Millyar', 'Boris Molchanov', 'Lev Polyakov', 'Georgi Shapovalov', 'Ivan Turchenkov', 'Nikolai Khryashchikov', 'Semen Svashenko', 'Aleksandr Kuznetsov', 'Aleksandr Lebedev', 'Nikolay Smorchkov', 'Ivan Zhevago', 'Aleksey Bakhar', 'Mikhail Vorobyov', 'Aleksandr Degtyar', 'Ye. Shalamov', 'A. Boldyrev', 'Denis Sivakov', 'N. Sorokin', 'Vladimir Prikhodko', 'Daniil Netrebin', 'Yelena Stroyeva', 'S. Uspenskaya', 'Marina Dobrovolskaya', 'N. Fogel', 'Larisa Borisenko', 'Viktor Matisen', 'Yelena Yelina', 'Nikolay Lebedev', 'Aleksandr Fadeyev', 'Nadezhda Kollen', 'Vergiliy Renin', 'Zoya Smirnova-Nemirovich', 'Alfred Rebane', 'Yu. Ovsyannikov', 'Yuliya Dioshi', 'Ervin Knausmyuller', 'Aleksandr Barushnoy', 'Georgiy Kurovskiy', 'Vladimir Maslatsov', 'P. Alekseyev', 'Yu. Rossinol', 'V. Lutsekovich', 'Aleksandr Ponomarenko', 'A. Kin', 'Vladimir Mashchenko', 'Aleksandr Smirnov', 'Nikolai Alekseyev', 'Kira Petrova-Sokolovskaya', 'Zoya Dvizhkova', 'Veronika Polonskaya', 'Lev Kramarevsky', 'Elena Vanke', 'A. Begak', 'Dmitry Begak', 'Aleksey Sezeman', 'Nikolay Sibeikin', 'G. Ivanov', 'Yu. Chyuveleva', 'S. Makovskaya', 'Valentina Yermilova', 'Yuriy Grigorev', 'Yevgeniya Khovanskaya', 'Olga Mikhajlova', 'Georgi Rybakov', 'Vladimir Lapin', 'Ye. Lyutsau', 'Nikolay Grinko', 'Sergey Nikonenko', 'Leonid Vidavskiy', 'Aleksandr Gruzinsky', 'Aleksandr Mombeli', 'Georgi Svetlani', 'Tatyana Makhova', 'Yuri Vetrov', 'Vasiliy Matov', 'Aleksey Glazyrin', 'Leonid Nedovich', 'T. Kazankova', 'Rodion Aleksandrov', 'V. Islavin', 'Yu. Kryuchkov', 'Ivan Vasilyenko', 'Boris Batashev', 'Vladimir Fromgoldt', 'Galina Shostko', 'Zoya Rupasova', 'G. Mityakov', 'G. Edzhubov', 'Aleksandr Komissarov', 'Vladimir Levchenko', 'Vasily Likhachev', 'Apollon Yachnitskiy', 'Svetlana Konovalova', 'V. Kosarikhin', 'Labina', 'N. Afrikyants', 'N. Avetisova', 'V. Alakhverdova', 'Nikolai Aparin', 'Vladimir Seleznyov', 'Pyotr Kiryutkin', 'Robert Chumak', 'Aleksei Kuznetsov', 'Oleg Shtoda', 'Yuri Leonidov', 'Lyudmila Davydova', 'Iya Arepina', 'Leonid Brusin', 'Rada Volshaninova', 'Anna Timiryova', 'Leonid Yevtifyev', 'Anatoli Zhukov', 'Alfred Zinovyev', 'Aleksandra Danilova', 'Mikhail Bocharov', 'Vasiliy Krasnoshchyokov', 'Mikhail Pogorzhelsky', 'Anatoliy Ivanov', 'Semyon Safonov']",4.31,nan,"['Drama', 'War', 'History']",422,['USSR'],Russian,"['Russian', 'German', 'Hungarian', 'French']",A seven-hour epic adaptation of the novel by Leo Tolstoy. The love story of young Countess Natasha Rostova and Count Pierre Bezukhov is interwoven with the Great Patriotic War of 1812 against Napoleon's invading army.,['Mosfilm'],17006,19394,5909,425,32,40,37,115,173,646,835,2596,2436,4319,11229,https://letterboxd.com/film/war-and-peace-1967/
Moonstruck,1987,Norman Jewison,"['Cher', 'Nicolas Cage', 'Vincent Gardenia', 'Olympia Dukakis', 'Danny Aiello', 'Julie Bovasso', 'John Mahoney', 'Louis Guss', 'Feodor Chaliapin Jr.', 'Anita Gillette', 'Leonardo Cimino', 'Paula Trueman', 'Nada Despotovich', 'Joe Grifasi', 'Gina DeAngeles', 'Robin Bartlett', 'Helen Hanft', 'David S. Howard', 'Robert Weil', 'Amy Aquino', 'Tony Azito', 'Frank Gio', 'Ann McDonough', 'John Christopher Jones', 'Lisa Howard', 'Cynthia Dale', 'Anthony Messuri', 'Martha Collins', 'John Fanning', 'Antonia Minella', 'Nicholas Pasco', 'Al Therrien', 'Lou Pitoscia', 'Gilberto Godoy', 'Louis Di Bianco', 'Betti Orsatti', 'Michael Barbaro', 'Antonio Pariselli', 'Corrado Gianna', 'Tommy Hollis', 'Matt Myers', 'Michael Dunster', 'Stella Bruno', 'Mimi Cecchini', 'Mimi Lizio', 'Tim Koetting', 'Gerard Flannery', 'Robert Payson', 'Catherine Scorsese', 'Jack K. Tsirakis', 'Curt Hayward', 'Stephany Hitchcock', 'David Hummel', 'Cathy Ladman', 'Peter Austin Noto', 'Helen Proimos', 'Charles Scorsese']",3.78,nan,"['Drama', 'Romance', 'Comedy']",102,['USA'],English,"['English', 'Italian']","37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she's not the only one in her family with a secret romance.","['Star Partners', 'Metro-Goldwyn-Mayer', 'Patrick Palmer & Norman Jewison Productions']",211219,67928,65664,5200,286,944,866,4146,5542,20839,25072,39399,15129,24461,136684,https://letterboxd.com/film/moonstruck/
