Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
La Chimera,2023,Alice Rohrwacher,"[""Josh O'Connor"", 'Carol Duarte', 'Alba Rohrwacher', 'Isabella Rossellini', 'Vincenzo Nemolato', 'Lou Roy-Lecollinet', 'Giuliano Mantovani', 'Gian Piero Capretto', 'Melchiorre Pala', 'Ramona Fiorini', 'Luca Gargiullo', 'Yle Vianello', 'Barbara Chiesa', 'Elisabetta Perotto', 'Chiara Pazzaglia', 'Francesca Carrain', 'Luciano Vergaro', 'Carlo Tarmati', 'Valentino Santagati', 'Piero Crucitti', 'Milutin Dapčević', 'Luca Chikovani', 'Julia Vella', 'Agnese Graziani', 'Alessandro Genovesi', 'Cristiano Piazzati', 'Sofia Stangherlin', 'Marianna Pantani', 'Maria Alexandra Lungu', 'Paolo Bizzarri', 'Claudio Fabbri', 'Monaldo Gazzella', 'Sofija Zobina', 'Silvia Lucarini', 'Pancrazio Capretto', 'Elisabetta Anella', 'Maddalena Baiocco', 'Leila Nuniz', 'Giulia Caccavello', 'Franco Barzi', 'Fabrizio Pierini', 'Andrea Pettirossi', 'Maria Pia Clementi', 'Anna DeLuca', 'Adriano Tardiolo']",4.07,nan,"['Drama', 'Comedy', 'Fantasy']",131,"['France', 'Italy', 'Switzerland']",Italian,"['Italian', 'English', 'French', 'Portuguese']","Just out of jail, crumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.","['Tempesta', 'RAI Cinema', 'Ad Vitam Production', 'Amka Films', 'ARTE France Cinéma', 'RSI']",177033,49579,72461,5400,119,411,430,2039,3260,11991,21014,48587,27449,28190,143490,https://letterboxd.com/film/la-chimera/
Perfect Blue,1997,Satoshi Kon,"['Junko Iwao', 'Rica Matsumoto', 'Shiho Niiyama', 'Masaaki Okura', 'Shinpachi Tsuji', 'Emiko Furukawa', 'Yosuke Akimoto', 'Yoku Shioya', 'Hideyuki Hori', 'Emi Shinohara', 'Masashi Ebara', 'Kiyoyuki Yanada', 'Toru Furusawa', 'Teiya Ichiryusai', 'Shin-ichiro Miki', 'Megumi Tano', 'Emi Motoi', 'Akio Suyama', 'Osamu Hosoi', 'Koichi Tochika', 'Soichiro Hoshi', 'Kisho Taniyama', 'Shokkâ Ôno', 'Rofuto Purasu Wan Burazâzu', 'Makoto Kitano', 'Kaori Minami', 'Jin Yamanoi', 'Takashi Nagasako']",4.39,nan,"['Thriller', 'Animation', 'Horror']",82,['Japan'],Japanese,['Japanese'],"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.","['Madhouse', 'Rex Entertainment', 'Kotobuki Seihan Printing', 'Asahi Broadcasting Corporation', 'Fangs Co.']",877250,226103,400954,36000,789,1284,898,4231,5536,27748,48396,170820,141333,257859,658894,https://letterboxd.com/film/perfect-blue/
The Lighthouse,2019,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts', 'Sully Seagull']",4.03,nan,"['Horror', 'Drama', 'Thriller', 'Fantasy']",109,"['Brazil', 'USA']",English,['English'],Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,"['RT Features', 'New Regency Pictures', 'Parts & Labor', 'Maiden Voyage Pictures']",1411745,315274,526112,24000,4265,10818,5834,29923,26633,106648,126572,319037,176179,244157,1050066,https://letterboxd.com/film/the-lighthouse-2019/
The Hunger Games: Mockingjay – Part 2,2015,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland', 'Willow Shields', 'Sam Claflin', 'Jena Malone', 'Mahershala Ali', 'Natalie Dormer', 'Wes Chatham', 'Michelle Forbes', 'Elden Henson', 'Patina Miller', 'Evan Ross', 'Paula Malcomson', 'Eugenie Bondurant', 'Sarita Choudhury', 'Stef Dawson', 'Meta Golding', 'Omid Abtahi', 'Joe Chrest', 'Misty Ormiston', 'Kim Ormiston', 'Gwendoline Christie', 'Robert Knepper', 'Mark Jeffrey Miller', 'April Grace', 'David Hallyday', 'Linds Edwards', 'Thomas Blake Jr.', 'Cameron MacConomy', 'Desmond Phillips', 'Elle Graham', 'Lacy Dmitriew', 'Kate Rachesky', 'Phillip Troy Linger', 'Bear Lawrence', 'Theodore Lawrence', 'Toby Jones', 'Gary Sievers', 'Emma Elle Roberts', 'Alexander Yassin', 'Jasmine Ahnie', 'Sue-Lynn Ansari', 'Scott Hunter', 'Sam Hargrave', 'R.A. Rondell', 'Jean Christophe Loustau']",3.33,nan,"['Adventure', 'Action', 'Science Fiction']",137,"['Germany', 'USA']",English,['English'],"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","['Lionsgate', 'Color Force', 'Studio Babelsberg']",1560165,94696,281104,1500,4727,15607,14439,60725,68268,201568,138956,175863,43015,113178,836346,https://letterboxd.com/film/the-hunger-games-mockingjay-part-2/
The Hunger Games: Mockingjay – Part 1,2014,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland', 'Willow Shields', 'Sam Claflin', 'Jena Malone', 'Mahershala Ali', 'Natalie Dormer', 'Wes Chatham', 'Elden Henson', 'Patina Miller', 'Evan Ross', 'Paula Malcomson', 'Sarita Choudhury', 'Stef Dawson', 'Robert Knepper', 'Caitlin Fowler', 'Jada Taylor', 'Nicholas Pryor', 'Donna Biscoe', 'Michael Garza', 'Erika Bierman', 'Jenique Bennett', 'Rus Blackwell', 'Stevie Ray Dallimore', 'Breann Couch', 'Jordan Woods-Robinson', 'Katie Sawhill', 'Jackson Mizell', 'Charles Kronmuller', 'Jennifer Cocker', 'Marshall Choka', 'Tyler Lee Allen', 'Jasmine Ahnie', 'Brayden Patterson', 'Emma Elle Roberts', 'Molly Evensen', 'William Frasca', 'Joe Crosson', 'Gregory Fears', 'Charles White Jr.', 'Angel Giuffria', 'Ryan DeLaney']",3.24,nan,"['Thriller', 'Science Fiction', 'Adventure']",123,['USA'],English,['English'],Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"['Lionsgate', 'Color Force']",1718748,96646,299202,1300,4373,15927,15253,69946,84227,255141,154132,179738,33911,103248,915896,https://letterboxd.com/film/the-hunger-games-mockingjay-part-1/
The Big Fix,1978,Jeremy Kagan,"['Richard Dreyfuss', 'Susan Anspach', 'Bonnie Bedelia', 'John Lithgow', 'F. Murray Abraham', 'Ron Rifkin', 'Ofelia Medina', 'Nicolas Coster', 'Fritz Weaver', 'Larry Bishop', 'John Cunningham', 'Lupe Ontiveros', 'Mandy Patinkin', 'Jorge Cervera Jr.', 'Michael Hershewe', 'Rita Karin', 'Andrew Bloch', 'Sidney Clute', 'Frank Doubleday', 'Joyce Easton', 'Martin Garner', 'Danny Gellis', 'William Glover', 'Kathryn Grody', 'Murray MacLeod', 'Ray Martucci', ""Bob O'Connell"", 'Dick Whittington', 'Steven Benedict', 'Rene Botana', 'Harry Caesar', 'Billy Cardenas', 'Jane Chastain', 'Willie Covan', 'Fred Franklyn', 'Joel Fredrick', 'Margie Gordon', 'Chester Grimes', 'Pat Hustis', 'David Matthau', 'John Mayo', ""Donald O'Connor"", 'Raphael Simon', 'Gregory Prentiss', 'David Rowlands', 'Al Ruban', 'Running Deer', 'June Sanders', 'Caskey Swaim', 'Miiko Taka', 'Joe Warfield', 'James Wing Woo', 'Elaine Kagan', 'Diahnne Abbott', 'Bob Harks']",3.36,nan,"['Comedy', 'Thriller', 'Mystery']",108,['USA'],English,['English'],"Private detective Moses Wine is hired by his former college girlfriend to investigate a political smear campaign and he sets out to find out who is responsible, with deadly results.",['Universal Pictures'],2229,1680,489,3,6,12,23,88,148,399,396,380,68,20,1540,https://letterboxd.com/film/the-big-fix/
Do Not Expect Too Much from the End of the World,2023,Radu Jude,"['Ilinca Manolache', 'Ovidiu Pîrșan', 'Nina Hoss', 'Dorina Lazăr', 'László Miske', 'Șerban Pavlu', 'Katia Pascariu', 'Nicodim Ungureanu', 'Sofia Nicolaescu', 'Uwe Boll', 'Claudia Ieremia', 'Zita Moldovan', 'Ioana Iacob', 'Alex Dascălu', 'Rodica Negrea', 'Adina Cristescu', 'Adrian Nicolae', 'Andi Vasluianu']",3.91,nan,"['Drama', 'Comedy']",164,"['Croatia', 'France', 'Luxembourg', 'Romania']",Romanian,"['Romanian', 'English']","On behalf of a multinational company, a production assistant drives around the Romanian city of Bucharest, interviewing various citizens who have been injured due to work accidents to cast one of them in a “safety at work” video.","['4 Proof Film', 'Paul Thiltges Distributions', ""Les Films d'Ici"", 'Kinorama', 'microFILM']",24701,10992,8804,250,118,159,139,471,596,1883,3038,6059,3351,2769,18583,https://letterboxd.com/film/do-not-expect-too-much-from-the-end-of-the-world/
20 Days in Mariupol,2023,Mstyslav Chernov,"['Mstyslav Chernov', 'Evgeniy Maloletka', 'Liudmyla Amelkina', 'Zhanna Homa', 'Oleksandr Ivanov', 'Irina Kalinina', 'Vasily Nebenzya', 'Volodymyr Nikulin', 'Anastasiya Yerashova', 'Volodymyr Zelenskyy', 'Vladimir Putin']",4.27,nan,"['Documentary', 'War']",94,['USA'],English,"['English', 'Ukrainian', 'Russian']","As the Russian invasion begins, a team of Ukrainian journalists trapped in the besieged city of Mariupol struggle to continue their work documenting the war's atrocities.","['The Associated Press', 'FRONTLINE']",40777,16981,9893,79,107,111,82,254,374,1439,2930,9202,5252,9741,29492,https://letterboxd.com/film/20-days-in-mariupol/
The Lives of Others,2006,Florian Henckel von Donnersmarck,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Thieme', 'Hans-Uwe Bauer', 'Volkmar Kleinert', 'Matthias Brenner', 'Charly Hübner', 'Herbert Knaup', 'Bastian Trost', 'Marie Gruber', 'Volker Michalowski', 'Werner Daehn', 'Hinnerk Schönemann', 'Thomas Arnold', 'Ludwig Blochberger', 'Martin Brambach', 'Hubertus Hartmann', 'Paul Faßnacht', 'Paul Maximilian Schüller', 'Susanna Kraus', 'Michael Gerber', 'Fabian von Klitzing', 'Harald Polzin', 'Sheri Hagen', 'Gitta Schweighöfer', 'Hildegard Schroedter', 'Inga Birkenfeld', 'Jens Wassermann', 'Gabi Fleming', 'Kai Ivo Baulitz', 'Anabelle D. Munro', 'Klaus Münster']",4.28,nan,"['Drama', 'Thriller']",137,"['France', 'Germany']",German,['German'],"In 1984 East Berlin, an agent of the Stasi secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","['Creado Film', 'Wiedemann & Berg Film', 'ARTE', 'BR', 'Beta Film']",206854,53518,56374,2300,189,347,351,1355,2087,8336,17144,45985,30490,27708,133992,https://letterboxd.com/film/the-lives-of-others/
The Hunt,2012,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Susse Wold', 'Anne Louise Hassing', 'Lars Ranthe', 'Alexandra Rapaport', 'Sebastian Bull Sarning', 'Steen Ordell Guldbrandsen', 'Daniel Engstrup', 'Troels Thorsen', 'Søren Rønholt', 'Hana Shuan', 'Jytte Kvinesdal', 'Josefine Gråbøl', 'Bjarne Henriksen', 'Nicolai Dahl Hamilton', 'Øyvind Hagen-Traberg', 'Allan Wibor Christensen', 'Rikke Bergmann', 'Rasmus Lind Rubin', 'Frank Rubæk', 'Jakob Højlev Jørgensen', 'Birgit Petersen', 'Karina Fogh Holmkjær', 'Heidi Gross', 'Marie Aktor', 'Mona C. Soliman', 'Mie Ravn Nielsen', 'Kim Westi Rasmussen', 'Thomas Ravn', 'Katrine Brygmann', 'Ole Dupont', 'Nina Aller Christrup']",4.29,nan,['Drama'],116,"['Denmark', 'Sweden']",Danish,"['Danish', 'Polish', 'English']","A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","['Zentropa International Sweden', 'Zentropa Entertainments', 'Film i Väst']",476820,96866,151329,5500,549,923,715,3103,4003,19505,36115,118989,86790,75461,346153,https://letterboxd.com/film/the-hunt-2012/
When the Cat Comes,1963,Vojtěch Jasný,"['Jan Werich', 'Emília Vášáryová', 'Vlastimil Brodský', 'Jiří Sovák', 'Vladimír Menšík', 'Jiřina Bohdalová', 'Karel Effa', 'Vlasta Chramostová', 'Alena Kreuzmannová', 'Stella Zázvorková', 'Jaroslav Mareš', 'Jana Werichová', 'Ladislav Fialka', 'Karel Vrtiška', 'Václav Babka', 'Michal Pospíšil', 'Antonín Krčmář', 'Pavel Brodský', 'Dana Dubanská', 'Alena Bradáčová', 'Vítězslav Černý', 'Ludmila Kovářová', 'Miloslav Janovský', 'Jiří Kaftan', 'Zdeňka Kratochvílová', 'Hana Lamková', 'Josef Lamka', 'Naděžda Munzarová', 'Jiří Středa', 'Eva Středová', 'Josef Podsedník', 'Jaroslava Zelenková', 'Jarmila Orlová', 'Ivan Lukeš', 'Božena Fialková', 'Luka Rubanovičová', 'Josef Pivoňka', 'Miloslav Šindler', 'Luďa Marešová', 'Vladimír Dvořák', 'Richard Weber', 'Otto Sattler']",3.85,nan,"['Comedy', 'Fantasy']",104,['Czechoslovakia'],Czech,['Czech'],"While old Oliva tells a group of children about his life as a sailor and how he met Diana and her cat with sunglasses, a strange circus arrives in town.",['Filmové studio Barrandov'],17258,6887,7007,305,15,29,46,211,331,1588,2736,4483,1579,1696,12714,https://letterboxd.com/film/when-the-cat-comes/
Sansho the Bailiff,1954,Kenji Mizoguchi,"['Kinuyo Tanaka', 'Yoshiaki Hanayagi', 'Kyōko Kagawa', 'Eitarō Shindō', 'Ichirō Sugai', 'Bontarō Miake', 'Yōko Kozono', 'Chieko Naniwa', 'Kikue Mōri', 'Ken Mitsuda', 'Masao Shimizu', 'Ryōsuke Kagawa', 'Akitake Kōno', 'Kanji Koshiba', 'Shinobu Araki', 'Masahiko Tsugawa', 'Keiko Enami', 'Teruko Omi', 'Kimiko Tachibana', 'Reiko Kongō', 'Shōzō Nanbu', 'Ryōnosuke Azuma', 'Kazukimi Okuni', 'Saburo Date', 'Sumao Ishihara', 'Ichirō Amano', 'Midori Komatsu', 'Yukio Horikita', 'Jun Fujikawa', 'Sōji Shibata', 'Akira Shimizu', 'Tokio Oki', 'Akira Shiga', 'Goro Nakanishi', 'Hachiro Okuni', 'Akiyoshi Kikuno']",4.4,nan,['Drama'],124,['Japan'],Japanese,['Japanese'],"In medieval Japan, a woman and her children journey to find the family's patriarch, who was exiled years before.",['Daiei Film'],41893,41836,14680,475,38,49,53,192,385,1582,2729,8020,6582,9517,29147,https://letterboxd.com/film/sansho-the-bailiff/
Shin Kamen Rider,2023,Hideaki Anno,"['Sosuke Ikematsu', 'Minami Hamabe', 'Tasuku Emoto', 'Mirai Moriyama', 'Nanase Nishino', 'Toru Tezuka', 'Nao Ômori', 'Kanata Hongo', 'Masami Nagasawa', 'Tori Matsuzaka', 'Yutaka Takenouchi', 'Takumi Saitoh', 'Shinya Tsukamoto', 'Suzuki Matsuo', 'Toru Nakamura', 'Mikako Ichikawa', 'Ken Yasuda', 'Shuhei Uesugi']",3.57,nan,"['Drama', 'Action', 'Fantasy', 'Science Fiction', 'Adventure']",121,['Japan'],Japanese,"['Japanese', 'English']","A man forced to bear power and stripped of humanity. A woman skeptical of happiness. Takeshi Hongo, an Augmentation made by SHOCKER, and Ruriko Midorikawa, a rebel of the organization, escape while fighting off assassins. What’s justice? What’s evil? Will this violence end? Despite his power, Hongo tries to remain human. Along with freedom, Ruriko has regained a heart. What paths will they choose?","['khara', 'Cine Bazar', 'Toei Company', 'Ishimori Productions']",32503,11702,13241,530,83,243,298,1022,1672,4661,5943,7252,2531,2931,26636,https://letterboxd.com/film/shin-kamen-rider/
Shin Godzilla,2016,"Shinji Higuchi, Hideaki Anno","['Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara', 'Kengo Kora', 'Satoru Matsuo', 'Mikako Ichikawa', 'Issey Takahashi', 'Kanji Tsuda', 'Shinya Tsukamoto', 'Toru Nomaguchi', 'Daisuke Kuroda', 'Ren Osugi', 'Kimiko Yo', 'Akira Emoto', 'Sei Hiraizumi', 'Toru Tezuka', 'Kenichi Yajima', 'Akira Hamada', 'Ikuji Nakamura', 'Tetsu Watanabe', 'Jun Kunimura', 'Shingo Tsurumi', 'Jun Hashimoto', 'Pierre Taki', 'Takumi Saitoh', 'KREVA', 'Ken Mitsuishi', 'Kyūsaku Shimada', 'Tarô Suwa', 'Yū Kamio', 'Arata Furuta', 'Moro Morooka', 'Kôsei Katô', 'Shohei Abe', 'Keisuke Koide', 'Hairi Katagiri', 'Suzuki Matsuo', 'Takahiro Miura', 'Yohta Kawase', 'Ren Mori', 'Atsuko Maeda', 'Kazuo Hara', 'Isshin Inudo', 'Akira Ogata', 'Hideaki Anno', 'Kihachi Okamoto', 'Mansai Nomura', 'Mayumi Ogawa', 'Katsuhiko Yokomitsu', 'Yusuke Sugiyama', 'Sho Oyamada', 'Takashi Kobayashi', 'Takashi Fujiki', 'Shota Taniguchi', 'Tomonori Mizuno', 'Keitaro Azumi', 'Koichi Miwa', 'Yuichi Ito', 'Koji Seki', 'So Nozawa', 'Kou Maehara', 'Masayuki Shida', 'Charles Glover', 'Takao Kinoshita', 'Hisao Kanno', 'Riko Yonemura', 'Daisaku Nishino']",3.86,nan,"['Action', 'Horror', 'Science Fiction']",120,['Japan'],Japanese,"['Japanese', 'Italian', 'German', 'English']","When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens. A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower. But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.","['Toho Pictures', 'Cine Bazar', 'TOHO']",193797,55004,74558,3700,355,804,920,3299,4937,18169,28730,49852,21853,22655,151574,https://letterboxd.com/film/shin-godzilla-orthochromatic/
Popstar: Never Stop Never Stopping,2016,"Akiva Schaffer, Jorma Taccone","['Andy Samberg', 'Jorma Taccone', 'Akiva Schaffer', 'Tim Meadows', 'Sarah Silverman', 'Chris Redd', 'Maya Rudolph', 'Joan Cusack', 'Imogen Poots', 'Edgar Blackmon', 'James Buckley', 'Evan Fine', 'Maxwell Jenkins', 'Elliott Smith', 'Questlove', 'Carrie Underwood', 'Nas', 'Usher', '50 Cent', 'Ringo Starr', 'Simon Cowell', 'Adam Levine', 'Akon', 'Mariah Carey', 'Ashley Moore', 'Pink', 'Big Boy', 'DJ Khaled', 'A$AP Rocky', 'Mario López', 'Bill Hader', 'Will Arnett', 'Eric André', 'Chelsea Peretti', 'Justin Timberlake', 'Mike Birbiglia', 'Kevin Nealon', 'Danger Mouse', 'Danny Strong', 'RZA', 'Chester Tam', 'T.I.', 'Michael Bolton', 'Seal', 'Pharrell Williams', 'Paul Scheer', 'Martin Sheen', 'Will Forte', 'Snoop Dogg', 'Jimmy Fallon', '""Weird Al"" Yankovic', 'Patricia Schaffer', 'Andre Hyland', 'Joanna Newsom', 'Jonah Goldstein', 'Mike E. Winfield', 'Walker William Borba', 'James Hegarty', 'Christine Krumme', 'Adrien Finkel', 'Ben Newell', 'Joy Lanceta', 'Keith Love', 'Alison Sluiter', 'Isis Brown', 'Steve Higgins', 'Walter Jones', 'Win Butler', 'Régine Chassagne', 'Alison Rich', 'Marielle Heller', 'Ithamar Enriquez', 'Liz Cackowski', 'Derek Mears', 'Kirk Douglas', ""James 'Kamal' Gray"", 'Damon Bryson', 'David Guy Levy', 'Mark Kelley', 'James Poyser', 'Ian Hendrickson-Smith', 'Tariq Trotter', 'Frankie Knuckles', 'Manwé Sauls-Addison', 'Leah Adler', 'Carly Anderson', 'Carlena Britch', 'Dan Castiglione', 'Amanda Cleghorn', 'Krystal Ellsworth', 'Brandon Henschel', 'Calvit Hodge', 'Caitlynn Lawson', 'Alicia Mazepa', 'Allie Meixner', 'Kyle R. Robinson', 'Stephanie Scull', 'Ashley Seldon', 'Nikeva Stapleton', 'Chelsea Traille', 'Nathaniel Trasoras', 'C. J. Tyson', 'Robert Roldan', 'Cameron Brinkman', 'Emma Stone', 'Jasmine Hester', 'Sandra Rosko', 'Lili Sepe', 'Brandon Van Vliet', 'Madeleine Wade', 'Dave Franco', 'Miley Cyrus', 'Ed Sheeran', 'Justin Bieber', 'Katy Perry', 'Halle Arbaugh', 'Rihanna', 'Steven Tyler']",3.6,nan,"['Music', 'Comedy']",86,"['USA', 'China']",English,['English'],"When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.","['Universal Pictures', 'Apatow Productions', 'Party Over', 'The Lonely Island', 'Perfect World Pictures']",276241,46349,76104,1500,788,2088,1994,7761,10846,36025,41357,49486,15177,20377,185899,https://letterboxd.com/film/popstar-never-stop-never-stopping/
Atomic Blonde,2017,David Leitch,"['Charlize Theron', 'James McAvoy', 'Eddie Marsan', 'John Goodman', 'Toby Jones', 'James Faulkner', 'Roland Møller', 'Sofia Boutella', 'Bill Skarsgård', 'Sam Hargrave', 'Jóhannes Haukur Jóhannesson', 'Til Schweiger', 'Barbara Sukowa', 'Attila Árpa', 'Martin Angerbauer', 'Lili Gesler', 'Sara Natasa Szonda', 'Declan Hannigan', 'Balázs Lengyel', 'Daniel Hargrave', 'Greg Rementer', 'Daniel Bernhardt', 'Cale Schultz', 'Attila Hasznosi', 'Balázs Veres']",3.28,nan,"['Thriller', 'Adventure', 'Action']",115,"['Germany', 'Hungary', 'Sweden', 'USA']",English,"['English', 'Swedish', 'German', 'Russian']",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"['Focus Features', 'Denver & Delilah Productions', '87Eleven', 'Sierra/Affinity', 'Closed on Mondays Entertainment', 'TGIM Films', 'Film i Väst']",356266,49620,70000,1100,1164,3751,3807,16576,21302,59481,50516,42860,8940,12479,220876,https://letterboxd.com/film/atomic-blonde/
