Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
RRR,2022,S. S. Rajamouli,"['NTR', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt', 'Olivia Morris', 'Samuthirakani', 'Alison Doody', 'Ray Stevenson', 'Edward Sonnenblick', 'Shriya Saran', 'Makrand Deshpande', 'Chatrapathi Sekhar', 'Rahul Ramakrishna', 'Rajiv Kanakala', 'Ahmareen Anjum', 'Twinkle Sharma', 'Varun Buddhadev', 'Spandan Chaturvedi', 'Chakri', 'R. Bhakti Klein', 'Mark Bennington', 'Gaurav Pareek', ""Alexx O'Nell"", 'Kirron Arya', 'Akash Boro', 'Eduard Buhac', 'Oleh Karpenko', 'Ivan Kostadinov', 'Jason Yeboa', 'Andrew Lyon', 'S. S. Rajamouli']",nan,4.19,https://letterboxd.com//film/rrr/
All That Breathes,2022,Shaunak Sen,"['Nadeem Shehzad', 'Mohammad Saud', 'Salik Rehman']",nan,3.54,https://letterboxd.com//film/all-that-breathes/
Training Day,2001,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger', 'Harris Yulin', 'Raymond J. Barry', 'Cliff Curtis', 'Dr. Dre', 'Snoop Dogg', 'Eva Mendes', 'Macy Gray', 'Charlotte Ayanna', 'Nick Chinlund', 'Jaime Gomez', 'Raymond Cruz', 'Noel Gugliemi', 'Samantha Esteban', 'Richard Browner', 'Ronald Ellis', 'William English', 'Kyjel N. Jolly', 'Fran Kranz', 'Janeen Krikorian', 'Princera Lee', 'Seidy López', 'Robert Leon', 'Kenneth Allen Madden', 'Sarah Danielle Madison', 'Chris Patterson', 'Rudy Perez', 'Darrell Sellers', 'Ben Skorstad', 'Cle Shaheed Sloan', 'Brett Sorenson', 'Abel Soto', 'Will Stewart', 'Denzel Whitaker', 'Garland Whitt', 'David Ayer', 'Jon A. Barnes', 'Greg Bronson', 'Michael Ray Clark', 'Terry Crews', 'Namrata Singh Gujral', 'Peter Greene', 'Gary Rodriguez', 'Vince Romo', 'Julie Stranahan', 'Nancy Young', 'George Meyers']",nan,3.93,https://letterboxd.com//film/training-day/
They Cloned Tyrone,2023,Juel Taylor,"['John Boyega', 'Teyonah Parris', 'Jamie Foxx', 'Kiefer Sutherland', 'David Alan Grier', 'J. Alphonse Nicholson', 'Tamberla Perry', 'Eric Robinson Jr.', 'Trayce Malachi', 'Shariff Earp', 'Leon Lamar', 'Joshua Mikel', 'Jason Louder', 'Megan Sousa', 'Charity Jordan', 'Austin Freeman', 'Jason Burkey', 'Michael A. Dean', 'Swift Rice', 'Al-Teron', 'Adam Cronan', 'Tangela Large', 'Ryan Dinning', 'David Shae', 'Jessica Fontaine', 'Shinar Frazier', 'Robert Tinsley']",nan,3.64,https://letterboxd.com//film/they-cloned-tyrone/
Wind River,2017,Taylor Sheridan,"['Jeremy Renner', 'Elizabeth Olsen', 'Gil Birmingham', 'Graham Greene', 'Jon Bernthal', 'Kelsey Asbille', 'Teo Briones', 'Tantoo Cardinal', 'Matthew Del Negro', 'Hugh Dillon', 'Julia Jones', 'James Jordan', 'Eric Lange', 'Martin Sensmeier', 'Apesanahkwat', 'Althea Sam', 'Tokala Black Elk', 'Tyler Laracca', 'Shayne J. Cullen', 'Dallin Tusieseina', 'Austin R. Grant', 'Ian Bohen', 'Gabriel Casdorph', 'Mason D. Davis', 'Chris Romrell', 'Blake Robbins', 'Norman Lehnert', 'Ian Roylance', 'Gus Sheridan', 'Dana Anquoe', 'Duy Beck', 'David Cardona', 'Teresa Duran-Norvick', 'Devin Hansen', 'Tara Karsian']",nan,3.82,https://letterboxd.com//film/wind-river-2017/
Sicario,2015,Denis Villeneuve,"['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal', 'Daniel Kaluuya', 'Jeffrey Donovan', 'Raoul Max Trujillo', 'Julio Cedillo', 'Hank Rogerson', 'Bernardo P. Saracino', 'Maximiliano Hernández', 'Kevin Wiggins', 'Edgar Arreola', 'Kim Larrichio', 'Jesus Nevarez-Castillo', 'Dylan Kenin', 'John Trejo', 'Marty Lindsey', 'Alex Knight', 'Rio Alexander', 'Eric Steinig', 'Michael-David Aragon', 'Vic Browder', 'Boots Southerland', 'Adam Taylor', 'David Garver', 'Jesse Ramirez', 'James Espinoza', 'Arrazolo', 'Tomas Martinez', 'Alejandro Rodriguez', 'Jorge Rocha Fuentez', 'Johnny Palomarez Jr.', 'Eb Lottimer', 'Matthew Tompkins', 'Michael Sheets', 'Sarah Minnich', 'Matthew Page', 'Lora Martinez-Cunningham', 'Julian Ortega', 'Ian Posada', 'Antonio Leyba', 'Frank Andrade', 'Juan Carlos Morales', 'Jesus Mayorga', 'Joseph P. Santillanes', 'Basil Iwanyk Sr.', 'Ivan Allen', 'John Burke', 'Tait Fletcher', 'Cesar Miramontes', 'Johnny Otto', 'Eddie Perez', 'Kaelee Vigil']",nan,3.95,https://letterboxd.com//film/sicario-2015/
Kiss Kiss Bang Bang,2005,Shane Black,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen', 'Dash Mihok', 'Larry Miller', 'Rockmond Dunbar', 'Shannyn Sossamon', 'Angela Lindvall', 'Indio Falconer Downey', 'Ariel Winter', 'Duane Carnahan', 'Josh Richman', 'Martha Hackett', 'Nancy Fish', 'Bill McAdams Jr.', 'Tanja Reichert', 'Jake McKinnon', 'Stephanie Pearson', 'Christopher Gilman', 'Brendan Fehily', 'David Newsom', 'Judie Aronson', 'Ali Hillis', 'Wiley M. Pickett', 'Joe Keyes', 'Bobby Tuttle', 'Jake Eberle', 'Saida Pagan', 'Lela Edgar', 'Daniel Browning Smith', 'Teresa Maria Herrera', 'Kathy Lamkin', 'Evan Parke', 'Vincent Laresca', 'Brian Simpson', 'Cole S. McKay', 'Ben Hernandez Bray', 'Harrison Young', 'Laurence Fishburne']",nan,3.76,https://letterboxd.com//film/kiss-kiss-bang-bang-2005/
Clue,1985,Jonathan Lynn,"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd', 'Michael McKean', 'Martin Mull', 'Lesley Ann Warren', 'Colleen Camp', 'Lee Ving', 'Bill Henderson', 'Jane Wiedlin', 'Jeffrey Kramer', 'Kellye Nakahara', 'Will Nye', 'Rick Goldman', 'Don Camp', 'Howard Hesseman']",nan,3.82,https://letterboxd.com//film/clue/
Sleuth,1972,Joseph L. Mankiewicz,"['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne', 'John Matthews', 'Eve Channing', 'Teddy Martin']",nan,3.97,https://letterboxd.com//film/sleuth/
The Invisible Guest,2016,Oriol Paulo,"['Mario Casas', 'Ana Wagener', 'Jose Coronado', 'Bárbara Lennie', 'Francesc Orella', 'Paco Tous', 'David Selvas', 'Iñigo Gastesi', 'San Yélamos', 'Manel Dueso', 'Blanca Martínez', 'Pere Brasó', 'Jordi Brunet', 'Robert González', 'Martina Hurtado', 'Ruth Llopis', 'Jordi Llordella', 'Annick Weerts', 'Laia Alberch', 'Cristian Valencia', 'Betsy Túrnez', 'Sandra Golpe', 'Susana Molina', 'Helena Resano']",nan,3.86,https://letterboxd.com//film/the-invisible-guest/
Prisoners,2013,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Maria Bello', 'Terrence Howard', 'Paul Dano', 'Viola Davis', 'Melissa Leo', 'Dylan Minnette', 'Zoë Soul', 'Wayne Duvall', 'David Dastmalchian', 'Len Cariou', 'Sandra Ellis Lafferty', 'Erin Gerasimovich', 'Kyla-Drew', 'Brad James', 'Anthony Reynolds', 'Robert C. Treveiler', 'Victoria Staley', 'Todd Truley', 'Brian Daye', 'Alisa Harris', 'Robert Mello', 'Jeff Pope', 'Rodrick Goins', 'Mark Drum', 'Lana Yoo', 'Pam Smith', 'Gloria Webber', 'Michelle Keller', 'John Atwood', 'Stacy Melich', 'J. Omar Castro', 'Jane McNeill']",nan,4.28,https://letterboxd.com//film/prisoners/
Cure,1997,Kiyoshi Kurosawa,"['Koji Yakusho', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru', 'Yoriko Doguchi', 'Denden', 'Ren Osugi', 'Masahiro Toda', 'Misayo Haruki', 'Shun Nakayama', 'Akira Otaka', 'Shôgo Suzuki', 'Touji Kawahigashi', 'Hajime Tanimoto', 'Taro Suwa', 'Takeshi Mikami', 'Makoto Kakeda', 'Taijirō Tamura', 'Masato Hagiwara', 'Makoto Togashi']",nan,4.22,https://letterboxd.com//film/cure/
Paranoia Agent,2004,"Takayuki Hirao, Takuji Endou","['Mamiko Noto', 'Daisuke Sakaguchi', 'Haruko Momoi', 'Shozo Iizuka', 'Toshihiko Seki', 'Hisako Kyoda', 'Ryūji Saikachi', 'Kenji Utsumi', 'Mayumi Yamaguchi', 'Makoto Tsumura', 'Kotono Mitsuishi', 'Toshihiko Nakajima', 'Nana Mizuki', 'Mina Tominaga', 'Kiyoshi Kawakubo', 'Yasunori Matsumoto']",nan,4.23,https://letterboxd.com//film/paranoia-agent/
The Brothers Bloom,2008,Rian Johnson,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi', 'Robbie Coltrane', 'Maximilian Schell', 'Ricky Jay', 'Nora Zehetner', 'Zachary Gordon', 'Max Records', 'Andy Nyman', 'Noah Segan', 'Ram Bergman', 'Craig Johnson', 'Dubravko Jovanović', 'Esme Tyler', 'Jovan Vitas', 'Ana Sofrenović', 'Vladimír Kulhavý', 'Alek Rodic', 'Josif Tatić', 'Slobodan Ćustić', 'Branka Pujić', 'George Bocchetti', 'Elis Derham', 'Joseph Gordon-Levitt', 'Lukas Haas']",nan,3.44,https://letterboxd.com//film/the-brothers-bloom/
Oldboy,2003,Park Chan-wook,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Ji Dae-han', 'Oh Dal-su', 'Lee Seung-shin', 'Yoon Jin-seo', 'Oh Tae-kyung', 'Yoo Yeon-seok', 'You Il-han', 'Oh Gwang-rok', 'Park Myung-shin', 'Lee Dae-yeon', 'Kim Su-hyun', 'Yong-ih', 'Syd Lim', 'Mun Seong-Bok', 'Yoon Jin-yul', 'Park Jae-Woong', 'Seo Myeong-Seok', 'Lee Young-hee', 'Han Jae-duk', 'Kim San', 'Kwak Jung-ae']",nan,4.39,https://letterboxd.com//film/oldboy/
Memories of Murder,2003,Bong Joon-ho,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha', 'Song Jae-ho', 'Byun Hee-bong', 'Go Seo-hee', 'Ryu Tae-ho', 'Park No-shik', 'Park Hae-il', 'Jeon Mi-seon', 'Seo Young-hwa', 'Woo Go-na', 'Choi Jong-ryul', 'Yoo Seung-mok', 'Shin Hyun-jong', 'Jung In-sun', 'Lee Jae-eung', 'Kwon Byung-gil', 'Park Hyun-young', 'Yoon Ga-hyun', 'Kwon Hyeok-pung', 'Jo Deok-jae', 'Jo Moon-ee', 'Baek Bong-ki', 'Kim Joo-ryoung', 'Yeom Hye-ran', 'Park Jin-woo', 'Lee Dong-yong', 'Oh Yong', 'Son Jin-hwan', 'Park Tae-kyeong', 'Son Kang-gook', 'Son Jin-ho', 'Shin Woon-seob', 'Ha-kyeong Kim', 'Lee Da-il', 'Shim Sung-bo', 'Lee Kang-san']",nan,4.4,https://letterboxd.com//film/memories-of-murder/
Nashville,1975,Robert Altman,"['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black', 'Ronee Blakley', 'Timothy Brown', 'Keith Carradine', 'Geraldine Chaplin', 'Robert DoQui', 'Shelley Duvall', 'Allen Garfield', 'Henry Gibson', 'Scott Glenn', 'Jeff Goldblum', 'Barbara Harris', 'David Hayward', 'Michael Murphy', 'Allan F. Nicholls', 'Dave Peel', 'Cristina Raines', 'Bert Remsen', 'Lily Tomlin', 'Gwen Welles', 'Keenan Wynn', 'James Dan Calvert', 'Donna Denton', 'Merle Kilgore', 'Carol McGinnis', 'Sheila Bailey', 'Patti Bryant', 'Richard Baskin', 'Jonnie Barnett', 'Vassar Clements', 'Sue Barton', 'Elliott Gould', 'Julie Christie', 'Steve Earle', 'Gailard Sartain', 'Joan Tewkesbury']",nan,4.13,https://letterboxd.com//film/nashville/
The Long Goodbye,1973,Robert Altman,"['Elliott Gould', 'Nina van Pallandt', 'Sterling Hayden', 'Mark Rydell', 'Henry Gibson', 'David Arkin', 'Jim Bouton', 'Warren Berlinger', 'Arnold Schwarzenegger', 'Jo Ann Brody', 'Stephen Coit', 'Jack Knight', 'Pepe Callahan', 'Vincent Palmieri', 'Pancho Córdova', 'Enrique Lucero', 'Rutanya Alda', 'Tammy Shaw', 'Jack Riley', 'Ken Sansom', 'Jerry Jones', 'John Davies', 'Rodney Moss', 'Sybil Scotford', 'Herb Kerns', 'Robert Altman', 'David Carradine', 'Carl Gottlieb', 'George Wyner', 'Leslie McRay']",nan,4.16,https://letterboxd.com//film/the-long-goodbye/
Gosford Park,2001,Robert Altman,"['Maggie Smith', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford', 'Charles Dance', 'Geraldine Somerville', 'Tom Hollander', 'Natasha Wightman', 'Jeremy Northam', 'Bob Balaban', 'James Wilby', 'Claudie Blakley', 'Laurence Fox', 'Trent Ford', 'Ryan Phillippe', 'Stephen Fry', 'Ron Webster', 'Kelly Macdonald', 'Clive Owen', 'Helen Mirren', 'Eileen Atkins', 'Emily Watson', 'Alan Bates', 'Derek Jacobi', 'Richard E. Grant', 'Jeremy Swift', 'Sophie Thompson', 'Meg Wynn Owen', 'Adrian Scarborough', 'Frances Low', 'Joanna Maude', 'Teresa Churcher', 'Sarah Flind', 'Finty Williams', 'Emma Buckley', 'Lucy Cohu', 'Laura Harling', 'Tilly Gerrard', 'Will Beer', 'Leo Bill', 'Gregor Henderson-Begg', 'John Atterbury', 'Frank Thornton', 'Ron Puttock', 'Adrian Preater', 'John Cox', 'Ken Davies', 'Tony Davies', 'Steve Markham', 'Terry Sturmey', 'Julian Such', 'Alan Bland', 'Peter Champion', 'Geoff Double', 'Robin Devereux', 'John Fountain', 'Richard Gamble', 'Brian Rumsey', 'George Sherman', 'Natalie Danks-Smith']",nan,3.66,https://letterboxd.com//film/gosford-park/
The Northman,2022,Robert Eggers,"['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang', 'Ethan Hawke', 'Anya Taylor-Joy', 'Willem Dafoe', 'Gustav Lindh', 'Elliott Rose', 'Phill Martin', 'Eldar Skar', 'Olwen Fouéré', 'Edgar Abram', 'Jack Gassmann', 'Ingvar E. Sigurðsson', 'Oscar Novak', 'Jack Walsh', 'Björk', 'Ian Whyte', 'Katie Pattinson', 'Andrea O’Neill', 'Rebecca Ineson', 'Kate Dickie', 'Ísadóra Bjarkardóttir Barney', 'Kevin Horsham', ""Seamus O'Hara"", 'Scott Sinclair', 'Tadhg Murphy', 'James Yates', 'Hafþór Júlíus Björnsson', 'Ian Gerard Whyte', 'Ralph Ineson', 'Murray McArthur', 'Nille Glæsel', 'Jonas Lorentzen', 'Magne Osnes', 'Ineta Sliuzaite', 'Finn Lafferty', 'Jon Campling', 'Helen Roche', 'Faoileann Cunningham', 'Gareth Parker', 'Mark Fitzgerald', 'Gavin Peden', 'Joel Hicks', 'Chris Finlayson', 'Eric Higgins', 'Matt Symonds', 'Luca Evans', 'James Harper-Jones', 'Thomas Harper-Jones', 'Sheila Fitton', 'Lily Bird', 'Sunil Beniwal', 'Michael McGeown', 'Peter Vamos']",nan,3.82,https://letterboxd.com//film/the-northman/
American Movie,1999,Chris Smith,"['Mark Borchardt', 'Mike Schank', 'Tom Schimmels', 'Monica Borchardt', 'Alex Borchardt', 'Chris Borchardt', 'Ken Keen', 'Matt Weisman', 'Bill Borchardt', 'Cliff Borchardt', 'Tom Beach', 'Joan Petrie', 'Robert Richard Jorge']",nan,4.14,https://letterboxd.com//film/american-movie/
Fanny and Alexander,1982,Ingmar Bergman,"['Pernilla Allwin', 'Bertil Guve', 'Jan Malmsjö', 'Börje Ahlstedt', 'Anna Bergman', 'Gunn Wållgren', 'Kristina Adolphson', 'Erland Josephson', 'Mats Bergman', 'Jarl Kulle', 'Allan Edwall', 'Ewa Fröling', 'Harriet Andersson', 'Gunnar Björnstrand', 'Stina Ekblad', 'Pernilla August', 'Mona Malm', 'Christina Schollin', 'Kerstin Tidelius', 'Inga Ålenius', 'Hugo Hasslo', 'Kristian Almgren', 'Carl Billquist', 'Axel Düberg', 'Siv Ericks', 'Patricia Gélin', 'Majlis Granlund', 'Maria Granlund', 'Eva von Hanno', 'Sonya Hedenbratt', 'Olle Hilding', 'Svea Holst', 'Käbi Laretei', 'Lena Olin', 'Gösta Prüzelius', 'Hans Strååt', 'Emelie Werkö', 'Marianne Aminoff', 'Mona Andersson', 'Hans Henrik Lerfeldt', 'Marianne Nielsen', 'Marrit Ohlsson', 'Nils Brandt', 'Lars-Owe Carlberg', 'Gus Dahlström', 'Ernst Günther', 'Heinz Hopf', 'Sune Mangs', 'Peter Stormare', 'Maud Hyttenberg', 'Sven-Erik Jacobsson']",nan,4.39,https://letterboxd.com//film/fanny-and-alexander/
Game Night,2018,"John Francis Daley, Jonathan Goldstein","['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'Billy Magnussen', 'Sharon Horgan', 'Lamorne Morris', 'Kylie Bunbury', 'Jesse Plemons', 'Danny Huston', 'Michael C. Hall', 'Chelsea Peretti', 'Jeffrey Wright', 'Camille Chen', 'Zerrick Williams', 'Joshua Mikel', 'R.F. Daley', 'John Francis Daley', 'Michael Cyril Creighton', 'Brooke Jaye Taylor', 'Jonathan Goldstein', 'Charlotte Haynes Hazzard', 'Chad Lail', 'Natasha Hall', 'Loren Schaffer', 'Kabby Borders', 'Kelly Johns', 'Steve Witting', 'Andrew Benator', 'Malcolm X. Hughes', 'Jessica Lee', 'Olivia', 'Bobby Akers', 'Buddy Cannon', 'Carmen Dash', 'Robin Dyke', 'Abigail Ford', 'Renah Gallagher', 'Jason Gerrard', 'Caleb Heiland', 'Candy Ibarra', 'August Kensington', 'Douglas LaPonzina', 'Daniel Lucente', 'Curtis Lyons', ""Brendan O'Donovan"", 'Tony Ohara', 'Shamara Rayner', 'Persephonie Rose', 'Liz Sanford', 'Rachel Tracy', 'Michael Twombley', 'Corinne van den Heuvel', 'Grace Wan', 'Marvin E. West', 'Michael David Yuhl', 'Emma Jonnz']",nan,3.49,https://letterboxd.com//film/game-night/
Paths of Glory,1957,Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris', 'Richard Anderson', 'Joe Turkel', 'Christiane Kubrick', 'Jerry Hausner', 'Peter Capell', 'Emile Meyer', 'Bert Freed', 'Kem Dibbs', 'Timothy Carey', 'Fred Bell', 'John Stein', 'Harold Benedict', 'Paul Bös', 'James B. Harris', 'Marshall Rainer', 'Ira Moore', 'Willy Friedrichs', 'Halder Hanson', 'Roger Vagnoid']",nan,4.45,https://letterboxd.com//film/paths-of-glory/
Thief,1981,Michael Mann,"['James Caan', 'Tuesday Weld', 'Robert Prosky', 'Willie Nelson', 'Jim Belushi', 'Tom Signorelli', 'Dennis Farina', 'Nick Nickeas', 'W.R. Brown', 'Norm Tobin', 'John Santucci', 'Gavin MacFadyen', 'Chuck Adamson', 'Sam Cirone', 'Spero Anast', 'Walter Scott', 'Sam T. Louis', 'William LaValley', 'Lora Staley', 'Hal Frank', 'Del Close', 'Bruce A. Young', 'John Kapelos', 'Mike Genovese', 'William Petersen', 'Karen Berger', 'Joan Lazzerini', 'Beverly Somerman', 'Enrico R. Cannataro', 'Mary Louise Wade', 'Donna J. Fenton', 'Thomas Giblin', 'Willie Hayes', 'Conrad Mocarski', 'Benny Turner', 'Steve Randolph', 'Nancy Santucci', 'Nathan Davis', 'Thomas O. Erhart Jr.', 'Fredric Stone', 'Robert J. Kuper', 'Joene Hanhardt', 'Marge Kotlisky', 'J. Jay Saunders', 'Susan McCormick', 'Michael Paul Chan', 'Tom Howard', 'Richard Karie', 'Oscar DiLorenzo', 'Patty Ross', 'Margot Charlior']",nan,4.07,https://letterboxd.com//film/thief/
Das Boot,1981,Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge', 'Bernd Tauber', 'Erwin Leder', 'Martin May', 'Heinz Hoenig', 'Uwe Ochsenknecht', 'Claude-Oliver Rudolph', 'Jan Fedder', 'Rita Cadillac', 'Ralf Richter', 'Joachim Bernhard', 'Oliver Stritzel', 'Konrad Becker', 'Lutz Schnell', 'Martin Hemme', 'Otto Sander', 'Günter Lamprecht', 'Thomas Boxhammer', 'Roger Barth', 'Günther Franke', 'Christian Bendomir', 'Norbert Gronwald', 'Albert Kraml', 'Jean-Claude Hoffmann', 'Peter Pathenis', 'Arno Kral', 'Christian Seipolt', 'Helmut Neumeier', 'Ferdinand Schaal', 'Wilhelm Pietsch', 'Rolf Weber', 'Dirk Salomon', 'Lothar Zajicek', 'Sky du Mont', 'Ulrich Günther', 'Edwige Pierre', 'Maryline Moulard', 'Günter Spörrle']",nan,4.26,https://letterboxd.com//film/das-boot/
GoodFellas,1990,Martin Scorsese,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa', 'Mark Jacobs']",nan,4.47,https://letterboxd.com//film/goodfellas/
Ran,1985,Akira Kurosawa,"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryū', 'Mieko Harada', 'Yoshiko Miyazaki', 'Mansai Nomura', 'Hisashi Igawa', 'Shinnosuke Ikehata', 'Masayuki Yui', 'Kazuo Katō', 'Norio Matsui', 'Toshiya Ito', 'Heihachiro Suzuki', 'Kenji Kodama', 'Haruko Tōgō', 'Reiko Nanjo', 'Tokie Kanda', 'Sawako Kochi', 'Kumeko Otowa', 'Takeshi Katō', 'Jun Tazaki', 'Hitoshi Ueki', 'Takao Zushi', 'Yoshitaka Zushi', 'Tetsuo Yamashita', 'Akihiko Sugizaki', 'Masaaki Sasaki', 'Satoru Fukasaku', 'Susumu Terajima']",nan,4.49,https://letterboxd.com//film/ran/
The Endless Summer,1966,Bruce Brown,"['Michael Hynson', 'Robert August', 'Lord James Blears', 'Bruce Brown', 'Chip Fitzwater', 'Chuck Gardner', 'Wayne Miyata']",nan,3.74,https://letterboxd.com//film/the-endless-summer/
Aftersun,2022,Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Brooklyn Toulson', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']",nan,4.24,https://letterboxd.com//film/aftersun/
